question_id,document_id,reasoning_type,question,return_column,value_column,expected_answer,expected_candidate_found,expected_value_text,expected_value,expected_value_rank,expected_logical_row_index,expected_row_position_ratio,expected_full_row,solver_answer,solver_value_text,solver_value,solver_value_rank,solver_logical_row_index,solver_row_position_ratio,solver_full_row,num_logical_rows,all_values,is_correct,expected_table,expected_row,expected_column,expected_is_bold,expected_block_id,solver_table,solver_row,solver_column,solver_is_bold,solver_block_id
B-train-00630-q03,B-train-00630,argmax,"Trong bảng 2 ở trang 1, Nhóm chế độ nào có Lũy kế lớn nhất?",Nhóm chế độ,Lũy kế,Miền Nam,True,9.555,9555.0,1,5,0.45454545454545453,"Miền Nam | 1745 | 1741 | 3 | 26.115 | 31,1% | 9.555 | Đã đối chiếu | 542",Miền Nam,9.555,9555.0,1,5,0.45454545454545453,"Miền Nam | 1745 | 1741 | 3 | 26.115 | 31,1% | 9.555 | Đã đối chiếu | 542",12,"[{""logical_row"": 0, ""return"": ""Hưu trí"", ""value_text"": ""4.353"", ""value"": 4353.0}, {""logical_row"": 1, ""return"": ""Thất nghiệp"", ""value_text"": ""133"", ""value"": 133.0}, {""logical_row"": 2, ""return"": ""Ốm đau"", ""value_text"": ""5.299"", ""value"": 5299.0}, {""logical_row"": 4, ""return"": ""Tai nạn lao động"", ""value_text"": ""3.625"", ""value"": 3625.0}, {""logical_row"": 5, ""return"": ""Miền Nam"", ""value_text"": ""9.555"", ""value"": 9555.0}, {""logical_row"": 6, ""return"": ""Miền Nam"", ""value_text"": ""4.050"", ""value"": 4050.0}, {""logical_row"": 7, ""return"": ""Ốm đau"", ""value_text"": ""9.533"", ""value"": 9533.0}, {""logical_row"": 8, ""return"": ""Thai sản"", ""value_text"": ""1.631"", ""value"": 1631.0}, {""logical_row"": 9, ""return"": ""Tai nạn lao động"", ""value_text"": ""2.508"", ""value"": 2508.0}, {""logical_row"": 10, ""return"": ""Hưu trí"", ""value_text"": ""6.517"", ""value"": 6517.0}, {""logical_row"": 11, ""return"": ""Thất nghiệp"", ""value_text"": ""2.531"", ""value"": 2531.0}]",True,2,8,0,False,p01_b00216,2,8,0,False,p01_b00216
B-train-00630-q07,B-train-00630,argmin,"Trong bảng 2 ở trang 1, Nhóm chế độ nào có Chi trả nhỏ nhất?",Nhóm chế độ,Chi trả,Hưu trí,True,1.488,1488.0,1,10,0.9090909090909091,"Hưu trí | 174 | 18 | 1.488 | 15,5% | 6.517 | 4.552",Hưu trí,1.488,1488.0,1,10,0.9090909090909091,"Hưu trí | 174 | 18 | 1.488 | 15,5% | 6.517 | 4.552",12,"[{""logical_row"": 1, ""return"": ""Thất nghiệp"", ""value_text"": ""11.260"", ""value"": 11260.0}, {""logical_row"": 3, ""return"": ""Thai sản"", ""value_text"": ""12.402"", ""value"": 12402.0}, {""logical_row"": 4, ""return"": ""Tai nạn lao động"", ""value_text"": ""8.690"", ""value"": 8690.0}, {""logical_row"": 5, ""return"": ""Miền Nam"", ""value_text"": ""26.115"", ""value"": 26115.0}, {""logical_row"": 6, ""return"": ""Miền Nam"", ""value_text"": ""3.000"", ""value"": 3000.0}, {""logical_row"": 7, ""return"": ""Ốm đau"", ""value_text"": ""13.552"", ""value"": 13552.0}, {""logical_row"": 8, ""return"": ""Thai sản"", ""value_text"": ""16.456"", ""value"": 16456.0}, {""logical_row"": 9, ""return"": ""Tai nạn lao động"", ""value_text"": ""3.152"", ""value"": 3152.0}, {""logical_row"": 10, ""return"": ""Hưu trí"", ""value_text"": ""1.488"", ""value"": 1488.0}, {""logical_row"": 11, ""return"": ""Thất nghiệp"", ""value_text"": ""10.660"", ""value"": 10660.0}]",True,2,13,0,False,p01_b00257,2,13,0,False,p01_b00257
B-train-00631-q02,B-train-00631,argmax,"Trong bảng 2 ở trang 1, Đơn vị nào có Đạt lớn nhất?",Đơn vị,Đạt,THPT Nguyễn Trãi,True,43,43.0,1,10,1.0,"THPT Nguyễn Trãi | 12A | 48 | 43 | 89,6% | Đã đối chiếu | HS4145 | 23/01/2026 | 670",THPT Nguyễn Trãi,43,43.0,1,10,1.0,"THPT Nguyễn Trãi | 12A | 48 | 43 | 89,6% | Đã đối chiếu | HS4145 | 23/01/2026 | 670",11,"[{""logical_row"": 0, ""return"": ""THPT Nguyễn Trãi"", ""value_text"": ""35"", ""value"": 35.0}, {""logical_row"": 2, ""return"": ""THPT Trần Phú"", ""value_text"": ""24"", ""value"": 24.0}, {""logical_row"": 3, ""return"": ""THPT Phan Bội Châu"", ""value_text"": ""39"", ""value"": 39.0}, {""logical_row"": 4, ""return"": ""Miền Nam"", ""value_text"": ""22"", ""value"": 22.0}, {""logical_row"": 5, ""return"": ""Miền Nam"", ""value_text"": ""29"", ""value"": 29.0}, {""logical_row"": 6, ""return"": ""THPT Lê Quý Đôn"", ""value_text"": ""40"", ""value"": 40.0}, {""logical_row"": 7, ""return"": ""THPT Trần Phú"", ""value_text"": ""28"", ""value"": 28.0}, {""logical_row"": 8, ""return"": ""THPT Phan Bội Châu"", ""value_text"": ""36"", ""value"": 36.0}, {""logical_row"": 9, ""return"": ""THPT Chu Văn An"", ""value_text"": ""23"", ""value"": 23.0}, {""logical_row"": 10, ""return"": ""THPT Nguyễn Trãi"", ""value_text"": ""43"", ""value"": 43.0}]",True,2,13,0,False,p01_b00186,2,13,0,False,p01_b00186
B-train-00631-q03,B-train-00631,argmin,"Trong bảng 2 ở trang 1, Đơn vị nào có Đạt nhỏ nhất?",Đơn vị,Đạt,Miền Nam,True,22,22.0,1,4,0.4,"Miền Nam | 12E | 32 | 22 | 68,8% | Đã đối chiếu | HS3636",Miền Nam,22,22.0,1,4,0.4,"Miền Nam | 12E | 32 | 22 | 68,8% | Đã đối chiếu | HS3636",11,"[{""logical_row"": 0, ""return"": ""THPT Nguyễn Trãi"", ""value_text"": ""35"", ""value"": 35.0}, {""logical_row"": 2, ""return"": ""THPT Trần Phú"", ""value_text"": ""24"", ""value"": 24.0}, {""logical_row"": 3, ""return"": ""THPT Phan Bội Châu"", ""value_text"": ""39"", ""value"": 39.0}, {""logical_row"": 4, ""return"": ""Miền Nam"", ""value_text"": ""22"", ""value"": 22.0}, {""logical_row"": 5, ""return"": ""Miền Nam"", ""value_text"": ""29"", ""value"": 29.0}, {""logical_row"": 6, ""return"": ""THPT Lê Quý Đôn"", ""value_text"": ""40"", ""value"": 40.0}, {""logical_row"": 7, ""return"": ""THPT Trần Phú"", ""value_text"": ""28"", ""value"": 28.0}, {""logical_row"": 8, ""return"": ""THPT Phan Bội Châu"", ""value_text"": ""36"", ""value"": 36.0}, {""logical_row"": 9, ""return"": ""THPT Chu Văn An"", ""value_text"": ""23"", ""value"": 23.0}, {""logical_row"": 10, ""return"": ""THPT Nguyễn Trãi"", ""value_text"": ""43"", ""value"": 43.0}]",True,2,7,0,False,p01_b00135,2,7,0,False,p01_b00135
B-train-00631-q07,B-train-00631,argmax,"Trong bảng 1 ở trang 1, Điểm bán nào có Số đơn lớn nhất?",Điểm bán,Số đơn,Điểm bán phía Nam,True,2395,2395.0,1,9,1.0,"Điểm bán phía Nam | 3586 | 2395 | 581.985 | 0,4% | A | Chưa đủ chứng từ",Điểm bán phía Nam,2395,2395.0,1,9,1.0,"Điểm bán phía Nam | 3586 | 2395 | 581.985 | 0,4% | A | Chưa đủ chứng từ",10,"[{""logical_row"": 2, ""return"": ""Siêu thị trung tâm"", ""value_text"": ""624"", ""value"": 624.0}, {""logical_row"": 3, ""return"": ""Điểm bán phía Bắc"", ""value_text"": ""1204"", ""value"": 1204.0}, {""logical_row"": 4, ""return"": ""Điểm bán phía Nam"", ""value_text"": ""1376"", ""value"": 1376.0}, {""logical_row"": 5, ""return"": ""Cửa hàng 01"", ""value_text"": ""707"", ""value"": 707.0}, {""logical_row"": 6, ""return"": ""Lâm Đồng"", ""value_text"": ""809"", ""value"": 809.0}, {""logical_row"": 7, ""return"": ""Lâm Đồng"", ""value_text"": ""515"", ""value"": 515.0}, {""logical_row"": 9, ""return"": ""Điểm bán phía Nam"", ""value_text"": ""2395"", ""value"": 2395.0}]",True,1,12,0,True,p01_b00086,1,12,0,True,p01_b00086
B-train-00632-q04,B-train-00632,argmax,"Trong bảng 1 ở trang 1, Trạm nào có Tổn thất lớn nhất?",Trạm,Tổn thất,Trạm 220kV Trung,True,"8,0%",8.0,1,6,0.5454545454545454,"Trạm 220kV Trung | 17.814 | 8,0% | 124 | 3 | hồ sơ | 1.731 | 3.051 | 5.742 | HS0352 | C",Trạm 220kV Trung,"8,0%",8.0,1,6,0.5454545454545454,"Trạm 220kV Trung | 17.814 | 8,0% | 124 | 3 | hồ sơ | 1.731 | 3.051 | 5.742 | HS0352 | C",12,"[{""logical_row"": 0, ""return"": ""Miền Bắc"", ""value_text"": ""5,3%"", ""value"": 5.3}, {""logical_row"": 1, ""return"": ""Miền Bắc"", ""value_text"": ""4,7%"", ""value"": 4.7}, {""logical_row"": 2, ""return"": ""Trạm Nam Sông Đã đối chiếu"", ""value_text"": ""2,6%"", ""value"": 2.6}, {""logical_row"": 4, ""return"": ""Trạm Cao Nguyên"", ""value_text"": ""4,6%"", ""value"": 4.6}, {""logical_row"": 6, ""return"": ""Trạm 220kV Trung"", ""value_text"": ""8,0%"", ""value"": 8.0}, {""logical_row"": 7, ""return"": ""Trạm Nam Sông"", ""value_text"": ""6,5%"", ""value"": 6.5}, {""logical_row"": 8, ""return"": ""Trạm Tây Đô"", ""value_text"": ""2,7%"", ""value"": 2.7}, {""logical_row"": 9, ""return"": ""Trạm Cao Nguyên"", ""value_text"": ""7,1%"", ""value"": 7.1}, {""logical_row"": 10, ""return"": ""Trạm 110kV Bắc"", ""value_text"": ""4,1%"", ""value"": 4.1}]",True,1,9,0,False,p01_b00073,1,9,0,False,p01_b00073
B-train-00632-q07,B-train-00632,argmin,"Trong bảng 2 ở trang 1, Điểm quan trắc nào có Tỷ trọng (%) nhỏ nhất?",Điểm quan trắc,Tỷ trọng (%),Sông Hương,True,"5,2%",5.2,1,6,0.75,"Sông Hương | 7,71 | 15 | 47 | Cần theo dõi | 4.292 | HS2322 | Không phát sinh | C | 4.671 | 5,2%",Sông Hương,"5,2%",5.2,1,6,0.75,"Sông Hương | 7,71 | 15 | 47 | Cần theo dõi | 4.292 | HS2322 | Không phát sinh | C | 4.671 | 5,2%",9,"[{""logical_row"": 1, ""return"": ""Sông Hương"", ""value_text"": ""12,3%"", ""value"": 12.3}, {""logical_row"": 2, ""return"": ""Đồng bằng sông Cửu Long"", ""value_text"": ""21,9%"", ""value"": 21.9}, {""logical_row"": 3, ""return"": ""Đồng bằng sông Cửu Long"", ""value_text"": ""19,7%"", ""value"": 19.7}, {""logical_row"": 6, ""return"": ""Sông Hương"", ""value_text"": ""5,2%"", ""value"": 5.2}, {""logical_row"": 7, ""return"": ""Hồ Xuân Hương"", ""value_text"": ""15,1%"", ""value"": 15.1}, {""logical_row"": 8, ""return"": ""KCN Long Thành"", ""value_text"": ""10,9%"", ""value"": 10.9}]",True,2,9,0,False,p01_b00216,2,9,0,False,p01_b00216
B-train-00632-q08,B-train-00632,argmax,"Trong bảng 2 ở trang 1, Điểm quan trắc nào có Kế hoạch năm lớn nhất?",Điểm quan trắc,Kế hoạch năm,Sông Hồng,True,9.590,9590.0,1,0,0.0,"Sông Hồng | 6,27 | 41 | 25 | Tốt | 9.590 | HS4918 | Đã đối chiếu | B | 9.763 | 2.415 | 11,4% Đã đối chiếu",Sông Hồng,9.590,9590.0,1,0,0.0,"Sông Hồng | 6,27 | 41 | 25 | Tốt | 9.590 | HS4918 | Đã đối chiếu | B | 9.763 | 2.415 | 11,4% Đã đối chiếu",9,"[{""logical_row"": 0, ""return"": ""Sông Hồng"", ""value_text"": ""9.590"", ""value"": 9590.0}, {""logical_row"": 1, ""return"": ""Sông Hương"", ""value_text"": ""1.599"", ""value"": 1599.0}, {""logical_row"": 4, ""return"": ""Cửa biển Đà Nẵng"", ""value_text"": ""3.255"", ""value"": 3255.0}, {""logical_row"": 5, ""return"": ""Sông Hồng"", ""value_text"": ""9.576"", ""value"": 9576.0}, {""logical_row"": 6, ""return"": ""Sông Hương"", ""value_text"": ""4.292"", ""value"": 4292.0}, {""logical_row"": 7, ""return"": ""Hồ Xuân Hương"", ""value_text"": ""930"", ""value"": 930.0}, {""logical_row"": 8, ""return"": ""KCN Long Thành"", ""value_text"": ""8.952"", ""value"": 8952.0}]",True,2,3,0,True,p01_b00152,2,3,0,True,p01_b00152
B-train-00632-q10,B-train-00632,argmin,"Trong bảng 2 ở trang 1, Điểm quan trắc nào có pH nhỏ nhất?",Điểm quan trắc,pH,Cửa biển Đà Nẵng,True,"6,80",6.8,2,4,0.5,"Cửa biển Đà Nẵng | 6,80 | 59 | 44 | Chấp nhận | 3.255 | HS9389 | Đã đối chiếu | B | 7.150 | Đã kiểm tra",Sông Hồng,"6,27",6.27,1,0,0.0,"Sông Hồng | 6,27 | 41 | 25 | Tốt | 9.590 | HS4918 | Đã đối chiếu | B | 9.763 | 2.415 | 11,4% Đã đối chiếu",9,"[{""logical_row"": 0, ""return"": ""Sông Hồng"", ""value_text"": ""6,27"", ""value"": 6.27}, {""logical_row"": 1, ""return"": ""Sông Hương"", ""value_text"": ""7,85"", ""value"": 7.85}, {""logical_row"": 2, ""return"": ""Đồng bằng sông Cửu Long"", ""value_text"": ""7,67"", ""value"": 7.67}, {""logical_row"": 3, ""return"": ""Đồng bằng sông Cửu Long"", ""value_text"": ""6,96"", ""value"": 6.96}, {""logical_row"": 4, ""return"": ""Cửa biển Đà Nẵng"", ""value_text"": ""6,80"", ""value"": 6.8}, {""logical_row"": 6, ""return"": ""Sông Hương"", ""value_text"": ""7,71"", ""value"": 7.71}, {""logical_row"": 7, ""return"": ""Hồ Xuân Hương"", ""value_text"": ""6,92"", ""value"": 6.92}, {""logical_row"": 8, ""return"": ""KCN Long Thành"", ""value_text"": ""7,60"", ""value"": 7.6}]",False,2,7,0,False,p01_b00195,2,3,0,True,p01_b00152
B-train-00633-q06,B-train-00633,argmin,"Trong bảng 2 ở trang 1, Khoa nào có Nhập viện nhỏ nhất?",Khoa,Nhập viện,Mắt,True,7,7.0,1,4,0.3076923076923077,Mắt | 78 | 7 | 0 | 56 phút | 22/10/2026 | Chưa đủ chứng từ | Đã kiểm tra,Mắt,7,7.0,1,4,0.3076923076923077,Mắt | 78 | 7 | 0 | 56 phút | 22/10/2026 | Chưa đủ chứng từ | Đã kiểm tra,14,"[{""logical_row"": 0, ""return"": ""Đà Nẵng"", ""value_text"": ""52"", ""value"": 52.0}, {""logical_row"": 1, ""return"": ""Đà Nẵng"", ""value_text"": ""12"", ""value"": 12.0}, {""logical_row"": 2, ""return"": ""Nhi"", ""value_text"": ""24"", ""value"": 24.0}, {""logical_row"": 3, ""return"": ""Sản"", ""value_text"": ""20"", ""value"": 20.0}, {""logical_row"": 4, ""return"": ""Mắt"", ""value_text"": ""7"", ""value"": 7.0}, {""logical_row"": 5, ""return"": ""Tai Mũi Họng"", ""value_text"": ""20"", ""value"": 20.0}, {""logical_row"": 6, ""return"": ""Nội tổng hợp"", ""value_text"": ""57"", ""value"": 57.0}, {""logical_row"": 7, ""return"": ""Ngoại"", ""value_text"": ""17"", ""value"": 17.0}, {""logical_row"": 8, ""return"": ""Nhi"", ""value_text"": ""40"", ""value"": 40.0}, {""logical_row"": 9, ""return"": ""Sản"", ""value_text"": ""89"", ""value"": 89.0}, {""logical_row"": 10, ""return"": ""Mắt"", ""value_text"": ""47"", ""value"": 47.0}, {""logical_row"": 12, ""return"": ""Nội tổng hợp Đã đối chiếu"", ""value_text"": ""36"", ""value"": 36.0}]",True,2,7,0,False,p01_b00195,2,7,0,False,p01_b00195
B-train-00633-q07,B-train-00633,argmax,"Trong bảng 2 ở trang 1, Khoa nào có Chuyển tuyến lớn nhất?",Khoa,Chuyển tuyến,Nhi,True,11,11.0,1,8,0.6153846153846154,Nhi | 460 | 40 | 11 | 52 phút | 28/08/2026 | Không phát sinh | 7.604 | HS7043,Nhi,11,11.0,1,8,0.6153846153846154,Nhi | 460 | 40 | 11 | 52 phút | 28/08/2026 | Không phát sinh | 7.604 | HS7043,14,"[{""logical_row"": 0, ""return"": ""Đà Nẵng"", ""value_text"": ""9"", ""value"": 9.0}, {""logical_row"": 1, ""return"": ""Đà Nẵng"", ""value_text"": ""2"", ""value"": 2.0}, {""logical_row"": 2, ""return"": ""Nhi"", ""value_text"": ""4"", ""value"": 4.0}, {""logical_row"": 3, ""return"": ""Sản"", ""value_text"": ""1"", ""value"": 1.0}, {""logical_row"": 4, ""return"": ""Mắt"", ""value_text"": ""0"", ""value"": 0.0}, {""logical_row"": 5, ""return"": ""Tai Mũi Họng"", ""value_text"": ""6"", ""value"": 6.0}, {""logical_row"": 6, ""return"": ""Nội tổng hợp"", ""value_text"": ""6"", ""value"": 6.0}, {""logical_row"": 7, ""return"": ""Ngoại"", ""value_text"": ""5"", ""value"": 5.0}, {""logical_row"": 8, ""return"": ""Nhi"", ""value_text"": ""11"", ""value"": 11.0}, {""logical_row"": 9, ""return"": ""Sản"", ""value_text"": ""0"", ""value"": 0.0}, {""logical_row"": 10, ""return"": ""Mắt"", ""value_text"": ""10"", ""value"": 10.0}, {""logical_row"": 12, ""return"": ""Nội tổng hợp Đã đối chiếu"", ""value_text"": ""4"", ""value"": 4.0}]",True,2,11,0,False,p01_b00226,2,11,0,False,p01_b00226
B-train-00633-q08,B-train-00633,argmin,"Trong bảng 1 ở trang 1, Địa bàn nào có Kế hoạch năm nhỏ nhất?",Địa bàn,Kế hoạch năm,Cần Thơ,True,570,570.0,1,5,0.4166666666666667,Cần Thơ | Rau màu | 370 | 1.110 | Đạt kế hoạch | HS6682 | 4.948 | tấn | 07/04/2026 | Đã đối chiếu | 570,Cần Thơ,570,570.0,1,5,0.4166666666666667,Cần Thơ | Rau màu | 370 | 1.110 | Đạt kế hoạch | HS6682 | 4.948 | tấn | 07/04/2026 | Đã đối chiếu | 570,13,"[{""logical_row"": 0, ""return"": ""Miền Bắc"", ""value_text"": ""2.062"", ""value"": 2062.0}, {""logical_row"": 1, ""return"": ""Miền Bắc"", ""value_text"": ""2.005"", ""value"": 2005.0}, {""logical_row"": 2, ""return"": ""Đà Nẵng"", ""value_text"": ""866"", ""value"": 866.0}, {""logical_row"": 3, ""return"": ""Khánh Hòa"", ""value_text"": ""7.841"", ""value"": 7841.0}, {""logical_row"": 4, ""return"": ""Đồng Nai"", ""value_text"": ""3.611"", ""value"": 3611.0}, {""logical_row"": 5, ""return"": ""Cần Thơ"", ""value_text"": ""570"", ""value"": 570.0}, {""logical_row"": 8, ""return"": ""Hải Phòng"", ""value_text"": ""3.777"", ""value"": 3777.0}, {""logical_row"": 9, ""return"": ""Đà Nẵng"", ""value_text"": ""1.692"", ""value"": 1692.0}, {""logical_row"": 11, ""return"": ""Đồng Nai"", ""value_text"": ""2.052"", ""value"": 2052.0}, {""logical_row"": 12, ""return"": ""Cần Thơ"", ""value_text"": ""2.139"", ""value"": 2139.0}]",True,1,8,0,False,p01_b00066,1,8,0,False,p01_b00066
B-train-00634-q04,B-train-00634,argmin,"Trong bảng 1 ở trang 2, Tuyến nào có Hành khách nhỏ nhất?",Tuyến,Hành khách,Nha Trang – Đà Lạt,True,180,180.0,1,1,0.05555555555555555,"Nha Trang – Đà Lạt | 10 | 180 | 89,4% | 36.000 | Điều chỉnh giờ | 9.267 | 6.812 | 4.648",Nha Trang – Đà Lạt,180,180.0,1,1,0.05555555555555555,"Nha Trang – Đà Lạt | 10 | 180 | 89,4% | 36.000 | Điều chỉnh giờ | 9.267 | 6.812 | 4.648",19,"[{""logical_row"": 0, ""return"": ""TP.HCM – Cần Thơ"", ""value_text"": ""510"", ""value"": 510.0}, {""logical_row"": 1, ""return"": ""Nha Trang – Đà Lạt"", ""value_text"": ""180"", ""value"": 180.0}, {""logical_row"": 2, ""return"": ""Hà Nội – Hải Phòng"", ""value_text"": ""684"", ""value"": 684.0}, {""logical_row"": 3, ""return"": ""Đà Nẵng – Huế"", ""value_text"": ""660"", ""value"": 660.0}, {""logical_row"": 4, ""return"": ""TP.HCM – Cần Thơ"", ""value_text"": ""840"", ""value"": 840.0}, {""logical_row"": 5, ""return"": ""Nha Trang – Đà Lạt"", ""value_text"": ""1.102"", ""value"": 1102.0}, {""logical_row"": 6, ""return"": ""Hà Nội – Hải Phòng"", ""value_text"": ""1.248"", ""value"": 1248.0}, {""logical_row"": 7, ""return"": ""Đà Nẵng – Huế"", ""value_text"": ""1.344"", ""value"": 1344.0}, {""logical_row"": 8, ""return"": ""TP.HCM – Cần Thơ"", ""value_text"": ""216"", ""value"": 216.0}, {""logical_row"": 9, ""return"": ""Nha Trang – Đà Lạt"", ""value_text"": ""1.170"", ""value"": 1170.0}, {""logical_row"": 10, ""return"": ""Hà Nội – Hải Phòng"", ""value_text"": ""360"", ""value"": 360.0}, {""logical_row"": 11, ""return"": ""Đà Nẵng – Huế"", ""value_text"": ""1.599"", ""value"": 1599.0}, {""logical_row"": 12, ""return"": ""TP.HCM – Cần Thơ"", ""value_text"": ""209"", ""value"": 209.0}, {""logical_row"": 13, ""return"": ""Nha Trang – Đà Lạt"", ""value_text"": ""1.216"", ""value"": 1216.0}, {""logical_row"": 14, ""return"": ""Hà Nội – Hải Phòng"", ""value_text"": ""588"", ""value"": 588.0}, {""logical_row"": 15, ""return"": ""Đà Nẵng – Huế"", ""value_text"": ""580"", ""value"": 580.0}, {""logical_row"": 16, ""return"": ""TP.HCM – Cần Thơ"", ""value_text"": ""567"", ""value"": 567.0}, {""logical_row"": 17, ""return"": ""Nha Trang – Đà Lạt"", ""value_text"": ""378"", ""value"": 378.0}, {""logical_row"": 18, ""return"": ""Hà Nội – Hải Phòng"", ""value_text"": ""744"", ""value"": 744.0}]",True,1,4,0,False,p02_b00021,1,4,0,False,p02_b00021
B-train-00634-q07,B-train-00634,argmax,"Trong bảng 1 ở trang 1, Tuyến nào có Đúng giờ lớn nhất?",Tuyến,Đúng giờ,Hà Nội – Hải Phòng,True,"97,1%",97.1,2,12,0.7058823529411765,"Hà Nội – Hải Phòng | 16 | 656 | 97,1% | 89.872 | Điều chỉnh giờ | 9.060 | 5.560 | 1.011 Đã đối chiếu",Nha Trang – Đà Lạt,"98,2%",98.2,1,11,0.6470588235294118,"Nha Trang – Đà Lạt | 17 Đã đối chiếu | 663 | 98,2% | 141.219 | Điều chỉnh giờ | 891 | 7.690 | 7.436",18,"[{""logical_row"": 0, ""return"": ""Hà Nội – Hải Phòng"", ""value_text"": ""87,1%"", ""value"": 87.1}, {""logical_row"": 1, ""return"": ""Đà Nẵng – Huế"", ""value_text"": ""90,5%"", ""value"": 90.5}, {""logical_row"": 2, ""return"": ""TP.HCM – Cần Thơ"", ""value_text"": ""87,3%"", ""value"": 87.3}, {""logical_row"": 4, ""return"": ""Hà Nội – Hải Phòng"", ""value_text"": ""95,1%"", ""value"": 95.1}, {""logical_row"": 5, ""return"": ""Đà Nẵng – Huế"", ""value_text"": ""90,2%"", ""value"": 90.2}, {""logical_row"": 6, ""return"": ""TP.HCM – Cần Thơ"", ""value_text"": ""90,9%"", ""value"": 90.9}, {""logical_row"": 7, ""return"": ""Nha Trang – Đà Lạt"", ""value_text"": ""86,3%"", ""value"": 86.3}, {""logical_row"": 9, ""return"": ""Đà Nẵng – Huế"", ""value_text"": ""94,8%"", ""value"": 94.8}, {""logical_row"": 10, ""return"": ""TP.HCM – Cần Thơ"", ""value_text"": ""86,5%"", ""value"": 86.5}, {""logical_row"": 11, ""return"": ""Nha Trang – Đà Lạt"", ""value_text"": ""98,2%"", ""value"": 98.2}, {""logical_row"": 12, ""return"": ""Hà Nội – Hải Phòng"", ""value_text"": ""97,1%"", ""value"": 97.1}, {""logical_row"": 13, ""return"": ""Đà Nẵng – Huế"", ""value_text"": ""93,5%"", ""value"": 93.5}, {""logical_row"": 14, ""return"": ""TP.HCM – Cần Thơ"", ""value_text"": ""85,3%"", ""value"": 85.3}, {""logical_row"": 15, ""return"": ""Nha Trang – Đà Lạt"", ""value_text"": ""88,9%"", ""value"": 88.9}, {""logical_row"": 16, ""return"": ""Hà Nội – Hải Phòng"", ""value_text"": ""87,3%"", ""value"": 87.3}, {""logical_row"": 17, ""return"": ""Đà Nẵng – Huế"", ""value_text"": ""88,6%"", ""value"": 88.6}]",False,1,15,0,False,p01_b00116,1,14,0,False,p01_b00107
B-train-00634-q09,B-train-00634,argmin,"Trong bảng 1 ở trang 1, Tuyến nào có Lũy kế nhỏ nhất?",Tuyến,Lũy kế,Hà Nội – Hải Phòng,True,172,172.0,1,0,0.0,"Hà Nội – Hải Phòng | 20 | 440 | 87,1% | 93.720 | Điều chỉnh giờ | 3.753 | 172 | 1.836",Hà Nội – Hải Phòng,172,172.0,1,0,0.0,"Hà Nội – Hải Phòng | 20 | 440 | 87,1% | 93.720 | Điều chỉnh giờ | 3.753 | 172 | 1.836",18,"[{""logical_row"": 0, ""return"": ""Hà Nội – Hải Phòng"", ""value_text"": ""172"", ""value"": 172.0}, {""logical_row"": 1, ""return"": ""Đà Nẵng – Huế"", ""value_text"": ""893"", ""value"": 893.0}, {""logical_row"": 2, ""return"": ""TP.HCM – Cần Thơ"", ""value_text"": ""7.252"", ""value"": 7252.0}, {""logical_row"": 4, ""return"": ""Hà Nội – Hải Phòng"", ""value_text"": ""3.864"", ""value"": 3864.0}, {""logical_row"": 5, ""return"": ""Đà Nẵng – Huế"", ""value_text"": ""4.873"", ""value"": 4873.0}, {""logical_row"": 6, ""return"": ""TP.HCM – Cần Thơ"", ""value_text"": ""6.315"", ""value"": 6315.0}, {""logical_row"": 7, ""return"": ""Nha Trang – Đà Lạt"", ""value_text"": ""5.909"", ""value"": 5909.0}, {""logical_row"": 8, ""return"": ""Hà Nội – Hải Phòng"", ""value_text"": ""7.454"", ""value"": 7454.0}, {""logical_row"": 9, ""return"": ""Đà Nẵng – Huế"", ""value_text"": ""7.513"", ""value"": 7513.0}, {""logical_row"": 10, ""return"": ""TP.HCM – Cần Thơ"", ""value_text"": ""2.709"", ""value"": 2709.0}, {""logical_row"": 11, ""return"": ""Nha Trang – Đà Lạt"", ""value_text"": ""7.690"", ""value"": 7690.0}, {""logical_row"": 12, ""return"": ""Hà Nội – Hải Phòng"", ""value_text"": ""5.560"", ""value"": 5560.0}, {""logical_row"": 13, ""return"": ""Đà Nẵng – Huế"", ""value_text"": ""7.218"", ""value"": 7218.0}, {""logical_row"": 14, ""return"": ""TP.HCM – Cần Thơ"", ""value_text"": ""7.721"", ""value"": 7721.0}, {""logical_row"": 15, ""return"": ""Nha Trang – Đà Lạt"", ""value_text"": ""6.860"", ""value"": 6860.0}, {""logical_row"": 16, ""return"": ""Hà Nội – Hải Phòng"", ""value_text"": ""1.681"", ""value"": 1681.0}, {""logical_row"": 17, ""return"": ""Đà Nẵng – Huế"", ""value_text"": ""7.606"", ""value"": 7606.0}]",True,1,3,0,False,p01_b00012,1,3,0,False,p01_b00012
