question_id,reasoning_type,solver_answer,solver_value,solver_full_row,solver_row_position_ratio,solver_entity_physical_cell_count,solver_seen_before,solver_is_bold,expected_answer,expected_value,expected_full_row,expected_row_position_ratio,expected_entity_physical_cell_count,expected_is_bold,extreme_gap,extreme_gap_ratio,num_logical_rows
B-train-00577-q08,argmin,Đà Nẵng,83.6,"612 | 83,6% | 100.368 | Điều chỉnh giờ | 28,7% | 21/02/2026 | HS3847",0.375,1,True,False,Nha Trang – Đà Lạt,87.4,"Nha Trang – Đà Lạt | 32 | 1.344 | 87,4% | 284.928 | Tăng chuyến | 26,4% | 16/07/2026 | HS3921",0.875,1,False,3.8000000000000114,0.04347826086956535,9
B-train-00579-q08,argmin,Khánh Hòa,388.0,"Công ty Việt Phát | 1.370 | 1.220 | Chờ nghiệm thu | 22/10/2026 | 5,3% | HS6633 | 2.739 | 388",0.3333333333333333,1,True,False,GT86,1982.0,"GT86 | Công ty Minh An | 280 | 100 | Đã duyệt | 03/10/2026 | 35,7% | HS7559 | 8.536 | 1.982",0.0,1,False,1594.0,0.8042381432896064,10
B-train-00580-q04,argmax,Cửa hàng 02,5399.0,"Cửa hàng 02 | 5399 | 4194 | 2.931.606 | 5,9% | 5.698 | 21,4% | C | 5.943 | 1.450",0.08333333333333333,3,False,False,Điểm bán phía Nam,5292.0,"Điểm bán phía Nam | 5292 | 1942 | 1.674.004 | 4,9% | 9.409 | 2,7% | A | 199 | 3.473",0.3333333333333333,1,False,107.0,0.020219198790627363,13
B-train-00580-q10,argmin,Cửa hàng 02,275.0,"Cửa hàng 02 | 275 | 138 | 121.992 | 7,0% | 6.771 | 34,0% | A | 1.309 | 5.689",0.5,3,True,False,Lâm Đồng,635.0,"Lâm Đồng | 635 | 255 | 113.220 Đã đối chiếu | 1,6% | 8.742 | 1,3% | A | Đã kiểm tra",0.6666666666666666,1,False,360.0,0.5669291338582677,13
B-train-00583-q04,argmax,Nha Trang – Đà Lạt,182120.0,"Nha Trang – Đà Lạt | 1.160 | 84,0% | 182.120 | Điều chỉnh giờ | 402 | HS6453 | Đã kiểm tra",0.6363636363636364,3,True,False,TP.HCM – Cần Thơ,167160.0,"TP.HCM – Cần Thơ | 35 | 840 | 87,2% | 167.160 | Điều chỉnh giờ | 9.425 | HS8959 | 5.895 | 26/01/2026",0.9090909090909091,3,False,14960.0,0.08949509452022014,12
B-train-00586-q05,argmin,Hải Phòng,616.0,"19.765 Đã đối chiếu | 56.851 | 0,7% | 40 | 25,6% | 616 | 09/01/2026 | HS9915 | Không phát sinh",0.75,1,True,False,Khu vực ven biển,1978.0,"Khu vực ven biển | 19.249 | 1,7% | 61 Đã đối chiếu | 29,3% | 1.978 | 26/03/2026 | HS4847 | Đã đối chiếu",0.875,2,False,1362.0,0.6885743174924166,9
B-train-00588-q02,argmax,Lâm Đồng,3119.0,"4178 | 3119 | 929.462 | 3,1% | B | 9.195 | Đã kiểm tra",0.9,1,True,False,Cửa hàng 01,2257.0,"Cửa hàng 01 | 4083 | 2257 | 1.060.790 | 5,6% | C | 4.294 | 13/09/2026 | HS6505",0.5,3,False,862.0,0.3819229065130704,11
B-train-00589-q08,argmax,Khánh Hòa,9843.0,"6,70 | 32 | 11 Đã đối chiếu | Vượt ngưỡng | Đã đối chiếu Đã đối chiếu | 20/07/2026 | HS1208 | 9.285 | 9.843",0.9,1,True,True,Sông Hồng,8766.0,"Sông Hồng | 7,53 | 28 | 39 | Chấp nhận | Điều chỉnh kỳ sau | 11/10/2026 | HS5156 | tấn | 5.005 | 8.766",0.0,1,False,1077.0,0.12286105407255304,11
B-train-00601-q08,argmax,Miền Bắc,9627.0,"5557 | 1970 | 254.130 | Mức A | ưu tiên | B | 20/07/2026 | 9.627 | 20,4%",0.45454545454545453,1,True,False,Cửa hàng 02,8965.0,"Cửa hàng 02 | 634 | 499 | 398.701 | lượt | A | 16/10/2026 | 8.965 | 15,9%",1.0,2,False,662.0,0.07384272169548244,12
B-train-00603-q05,argmax,Tài sản Đã đối chiếu,27.6,"Tài sản Đã đối chiếu | 56 | 336 | 54 | 16,1% | B | 1.382 | Không phát sinh | 27,6%",0.15384615384615385,1,False,False,Sức khỏe,25.1,"Sức khỏe | 459 | 7.344 | 5.027 | 68,5% | B | 2.819 | Không phát sinh | 25,1%",0.0,2,False,2.5,0.099601593625498,14
B-train-00603-q10,argmin,Tài sản Đã đối chiếu,336.0,"Tài sản Đã đối chiếu | 56 | 336 | 54 | 16,1% | B | 1.382 | Không phát sinh | 27,6%",0.15384615384615385,1,False,False,Tây Nguyên,595.0,"Tây Nguyên | 85 | 595 | 211 | 35,5% | B | 1.792",0.7692307692307693,1,True,259.0,0.43529411764705883,14
B-train-00606-q02,argmin,Khu vực đô thị,1994.0,"Khu vực đô thị | 3,3% | 81 | 01/04/2026 | 1.994 | 3.989 | HS7430",1.0,2,True,False,Khu vực miền núi,3087.0,Khu vực miền núi | 12.430 | 48.034 | 64 | 28/07/2026 | 3.087 | 6.046 Đã đối chiếu | HS1093,0.5,1,False,1093.0,0.35406543569808874,9
B-train-00606-q06,argmax,VT851 Đã đối chiếu,173.0,VT851 Đã đối chiếu | Máy chiếu | Cái | 173 | 8 | 8 | 173 | 8.789 | Không phát sinh | HS0833,0.7,1,False,True,VT947,168.0,VT947 | Ghế xoay | Ram | 168 | 63 | 66 | 165 | 6.831 | Đã đối chiếu | HS7431,0.4,1,False,5.0,0.02976190476190476,11
B-train-00608-q02,argmin,Điểm bán phía Bắc Đã đối chiếu,228.0,"Điểm bán phía Bắc Đã đối chiếu | 2027 | 487 | 351.614 | 4,3% | 228 | HS8344 | triệu đồng | 1.979",0.5882352941176471,1,False,False,Cửa hàng 01,643.0,"Cửa hàng 01 | 301 | 146 | 138.700 | 3,9% | 643 | HS4006 | 460",0.11764705882352941,4,False,415.0,0.645412130637636,18
B-train-00612-q10,argmax,Tây Nguyên,8157.0,"12E | 36 | 27 | 75,0% | 3.628 | 05/12/2026 | 8.157 | Chưa đủ chứng từ",0.3333333333333333,1,True,False,THPT Trần Phú,7382.0,THPT Trần Phú | 12C | 34 | 32 | 8.863 | 28/10/2026 | 7.382 | Đã đối chiếu,1.0,3,False,775.0,0.10498509888918992,13
B-train-00614-q10,argmax,Đà Nẵng,9529.0,Ổ cứng di động | Ram | 179 | 2 | 35 | 146 | 20/01/2026 | 6.367 Đã đối chiếu | HS8509 | 9.529 | 4.133,1.0,1,True,False,VT592,9031.0,VT592 | Mực máy in | Bộ | 34 | 120 Đã đối chiếu | 103 | 51 | 12/07/2026 | 124 | HS3879 | 9.031 | 5.770,0.07692307692307693,1,True,498.0,0.05514339497287122,14
B-train-00615-q02,argmin,Trạm Cao Nguyên Đã đối chiếu,1.7,"Trạm Cao Nguyên Đã đối chiếu | 13.939 | 1,7% | 390 | 7 | kWh | 7.451 | Không phát sinh | HS4799 | 454 | C",0.8181818181818182,1,False,False,Trạm Tây Đô,2.3,"Trạm Tây Đô | 15.004 | 2,3% | 658 Đã đối chiếu | 0 | kWh | 20,5% | 4.013 | Không phát sinh | HS2299 | 3.502 | A",0.7272727272727273,2,False,0.5999999999999999,0.26086956521739124,12
B-train-00615-q06,argmin,Nhà máy nước,1936.0,"Nhà máy nước | 3.940 Đã đối chiếu | 1.936 | 49,1% | Thủ tục | 3.411 | hồ sơ",0.6666666666666666,2,True,False,Cầu Đông Thành,2320.0,"Cầu Đông Thành | 8.040 | 2.320 | Mặt bằng | 1.156 | tấn | 8.966 | 11,3%",0.4166666666666667,2,False,384.0,0.16551724137931034,13
B-train-00617-q07,argmin,Hải Phòng,66.0,66 | 8 | 4 | 60 phút | tấn | 7.821,0.375,1,True,False,Mắt,108.0,Mắt | 108 | 18 | 12 | 19 phút | tấn | 2.774 | 16/07/2026 | A,0.5,1,False,42.0,0.3888888888888889,9
B-train-00632-q10,argmin,Sông Hồng,6.27,"Sông Hồng | 6,27 | 41 | 25 | Tốt | 9.590 | HS4918 | Đã đối chiếu | B | 9.763 | 2.415 | 11,4% Đã đối chiếu",0.0,1,False,True,Cửa biển Đà Nẵng,6.8,"Cửa biển Đà Nẵng | 6,80 | 59 | 44 | Chấp nhận | 3.255 | HS9389 | Đã đối chiếu | B | 7.150 | Đã kiểm tra",0.5,1,False,0.5300000000000002,0.07794117647058828,9
B-train-00634-q07,argmax,Nha Trang – Đà Lạt,98.2,"Nha Trang – Đà Lạt | 17 Đã đối chiếu | 663 | 98,2% | 141.219 | Điều chỉnh giờ | 891 | 7.690 | 7.436",0.6470588235294118,3,True,False,Hà Nội – Hải Phòng,97.1,"Hà Nội – Hải Phòng | 16 | 656 | 97,1% | 89.872 | Điều chỉnh giờ | 9.060 | 5.560 | 1.011 Đã đối chiếu",0.7058823529411765,4,False,1.1000000000000085,0.011328527291452199,18
B-train-00636-q01,argmax,Đồng bằng sông Cửu Long,9332.0,"23 Đã đối chiếu | 897 | 90,8% | 188.370 | Điều chỉnh giờ | 6.360 | hồ sơ | Điều chỉnh kỳ sau | 9.332 | 6.151 | B",1.0,1,True,True,Nha Trang – Đà Lạt,8872.0,"Nha Trang – Đà Lạt | 13 | 83,6% | 39.000 | Điều chỉnh giờ | 501 | triệu đồng | Điều chỉnh kỳ sau | 8.872",0.375,1,False,460.0,0.05184851217312895,9
B-train-00651-q02,argmax,Đồng Nai,6929.0,"37.909 | 36.754 | 2,0% | 78 | B | HS3848 | 6.929 | 173",0.8888888888888888,1,True,False,Khu vực miền núi,6118.0,"Khu vực miền núi | 40.296 | 76.517 Đã đối chiếu | 2,1% | 34 | Cần rà soát | HS2875 | 6.118 | 1.570",0.4444444444444444,2,False,811.0,0.13255966001961425,10
B-train-00656-q10,argmin,Đà Nẵng,313.0,"1.440 | 2.150 | 710 | 149,3% | 7.319 | 313 | 25/10/2026 | hồ sơ",0.375,1,True,False,Miền Trung,2383.0,Miền Trung | 2.610 | 2.160 | -450 | 8.853 | 2.383,0.75,2,False,2070.0,0.8686529584557281,9
B-train-00660-q04,argmax,Tây Nguyên,9297.0,"11 | 8 | 3 | -3 | 1.459 | HS2080 | 9.297 | 6,7% | Mức A | ưu tiên | Không phát sinh | triệu đồng",0.4444444444444444,1,True,False,Kinh doanh,8965.0,"Kinh doanh | 22 | 14 | 8 | -8 | HS9485 | 8.965 | 14,3% | 2.077 | Chưa đủ chứng từ | triệu đồng",0.0,2,True,332.0,0.03703290574456219,10
B-train-00662-q04,argmax,Miền Bắc,6770.0,Công ty Đông Á | 1.650 | 1.430 | Đã duyệt | 7.511 | 7.231 | 6.770 | 2.357 | B,0.9166666666666666,1,True,False,GT28,6308.0,GT28 | 1.250 | 1.140 | Chờ nghiệm thu | 1.418 Đã đối chiếu | 9.752 | 6.308 | 1.791 | B,0.08333333333333333,1,False,462.0,0.07324032974001268,13
B-train-00663-q01,argmax,Miền Bắc,8915.0,Mực máy in | Hộp | 23 | 37 | 4 | 56 | hồ sơ | 8.915 | 627,0.6923076923076923,1,True,False,VT282,8695.0,VT282 | Bàn làm việc | Bộ | 173 | 45 | 9 | 209 | hồ sơ | 8.695 | 4.409,0.23076923076923078,1,False,220.0,0.025301897642323174,14
B-train-00665-q07,argmin,Hành chính Đã đối chiếu,825.0,Hành chính Đã đối chiếu | 39 | -3 | 7.958 | kWh | 4.105 | 825 | HS4418,0.5,1,False,False,Kinh doanh,3359.0,Kinh doanh | 8 | 3 | 5 | -5 | 9.424 | triệu đồng | 8.172 | 3.359 | HS4046,0.75,1,False,2534.0,0.7543911878535279,9
B-train-00667-q06,argmin,Cần Thơ,252.0,"48.365 | 2,9% | 47 | kWh | 8.353 | 22/06/2026 | 252 | 3.257",0.8181818181818182,1,True,False,Cụm BTS-02,283.0,"Cụm BTS-02 | 51.221 | 55.999 | 2,6% | 34 | hồ sơ | 5.361 | 283 | 2.807",0.09090909090909091,2,False,31.0,0.10954063604240283,12
B-train-00668-q01,argmin,Cần Thơ,12.0,12 | 9 | 3 Đã đối chiếu | -3 | HS9004 | 09/11/2026 | 1.012 | 8.976 | 5.548 | Không phát sinh,0.125,1,True,True,Hành chính,15.0,Hành chính | 15 | 8 | 7 | -7 | HS5833 | 06/08/2026 | 6.141 | 7.208 | 5.286 | Không phát sinh,0.5,1,False,3.0,0.2,9
B-train-00668-q10,argmax,Cần Thơ,8976.0,12 | 9 | 3 Đã đối chiếu | -3 | HS9004 | 09/11/2026 | 1.012 | 8.976 | 5.548 | Không phát sinh,0.125,1,True,True,Kinh doanh,8294.0,Kinh doanh | 45 | 37 | -8 | Mức A | ưu tiên | 19/06/2026 | 3.760 Đã đối chiếu | 8.294 | 3.956 | Không phát sinh,0.75,1,False,682.0,0.08222811671087533,9
B-train-00670-q08,argmin,Sông Hồng Đã đối chiếu,401.0,"Sông Hồng Đã đối chiếu | 6,99 | 13 | 48 | Chấp nhận | HS1075 | Không phát sinh | 401 | 5.763 | 30,8% | 3.405 | 07/02/2026",0.1111111111111111,1,False,False,Cửa biển Đà Nẵng,826.0,"Cửa biển Đà Nẵng | 7,13 | 54 | 35 | Cần theo dõi | HS9982 | Đã đối chiếu | 826 | 6.929 | 19,8% | 1.422 | 17/04/2026",0.3333333333333333,4,False,425.0,0.5145278450363197,19
B-train-00673-q05,argmin,Miền Bắc Đã đối chiếu,-560.0,"Miền Bắc Đã đối chiếu | 2.020 | 1.460 | -560 | 72,3% | 1.849 | 6.806 | 985 | Điều chỉnh kỳ sau",0.4166666666666667,1,False,True,Đồng bằng sông Cửu Long,-450.0,"Đồng bằng sông Cửu Long | 1.600 | 1.150 | -450 | 71,9% | 2.082 | 7.375 | HS8297 | 3.714 | Không phát sinh | Cần rà soát",0.3333333333333333,2,False,110.0,0.24444444444444444,13
B-train-00676-q04,argmax,Cụm BTS-01,54731.0,"Cụm BTS-01 | 54.731 | 42.104 | 1,5% | 35 | 5.574 | HS1038 | C | Chưa đủ chứng từ",0.0,3,False,False,Khu vực ven biển,54031.0,"Khu vực ven biển | 54.031 | 9.726 | 2,6% | 17 | 3.894 | HS8255 | B | Không phát sinh",0.2,1,False,700.0,0.012955525531639244,11
B-train-00677-q03,argmax,Hải Phòng,159.0,"Mực máy in | Ram | 159 | 48 | 87 | 120 | 366 | 6.681 | 34,1% | C",0.1,1,True,False,VT759,156.0,"VT759 | Bàn làm việc | 156 | 94 | 134 | 116 | 9.521 | 846 | 10,1% Đã đối chiếu | Cần rà soát",0.3,1,False,3.0,0.019230769230769232,11
B-train-00679-q05,argmin,Tây Nguyên,6.0,114 | 6 | 2 | 17 phút | Chưa đủ chứng từ Đã đối chiếu | A | 22/03/2026 | HS4326 | 6.661,1.0,1,True,False,Nhi,7.0,Nhi | 386 | 7 | 1 | 62 phút | Mức A | ưu tiên | A | 11/05/2026 | HS5539 | 4.154,0.7272727272727273,2,False,1.0,0.14285714285714285,12
B-train-00681-q10,argmax,Kho Bình Dương,8375.0,"Kho Bình Dương | 91,2% | 402 | 139.590 | 5.531 | 8.375 | 06/05/2026 | 242",0.25,2,False,False,Đồng bằng sông Cửu Long,8083.0,"Đồng bằng sông Cửu Long | 1930 Đã đối chiếu | 86,1% | 635 | 8.517 | 8.083 | 03/12/2026 | 4.459",0.0,1,False,292.0,0.03612520103921811,9
B-train-00682-q09,argmax,Đà Lạt,6795.0,"Đà Lạt | 2.914 Đã đối chiếu | 6.795 | 19.418 | 63,4% | A | 17/01/2026 | 6.413 | HS7891",0.631578947368421,4,True,False,Phố cổ Hội An,6780.0,"Phố cổ Hội An | 12.810 | 6.780 | 58.770 | 94,9% | A | 16/01/2026 | 795 | HS1175",0.05263157894736842,4,False,15.0,0.0022123893805309734,20
B-train-00685-q10,argmax,Khánh Hòa,204.0,Mực máy in | Ram | 111 | 93 | 0 | 204 | 533 | Điều chỉnh kỳ sau | 6.862 | 6.350 | 25/03/2026,0.75,1,True,False,VT854,157.0,VT854 | Bàn làm việc | Cái | 145 | 50 | 38 | 157 | 4.573 | Đã đối chiếu | 9.334 | 7.697 | 15/11/2026,0.25,1,False,47.0,0.29936305732484075,13
B-train-00688-q05,argmin,Kinh doanh,1246.0,"Kinh doanh | 39 | 2 | tấn | 1.246 | Điều chỉnh kỳ sau | 1,4% | 2.255 | 16/11/2026",0.0,2,False,False,Miền Nam,1705.0,"Miền Nam | 22 | 17 Đã đối chiếu | 5 | -5 | tấn | 1.705 | Không phát sinh | 37,5% | Cần rà soát | 7.923 | 24/03/2026 Đã đối chiếu",0.7777777777777778,1,False,459.0,0.26920821114369503,10
B-train-00688-q09,argmax,Đà Nẵng,8001.0,"Lúa Đã đối chiếu | Mức A | ưu tiên | 2.160 | Tăng nhẹ | C | 26,5% | Không phát sinh | 8.001 | triệu đồng | HS9002",0.75,2,True,False,Hải Phòng,7735.0,"Hải Phòng | Thanh long | 769 | 3.076 | Ổn định | C | 11,2% | Không phát sinh | 7.735 | hồ sơ | HS6369 | 7.774",1.0,2,False,266.0,0.034389140271493215,9
B-train-00689-q09,argmax,Lâm Đồng,7461.0,Lâm Đồng | 829 | 7.461 | Đạt kế hoạch | Cần rà soát | 5.324 | 20/07/2026 | HS3328,0.7222222222222222,2,True,False,Cần Thơ,6768.0,Cần Thơ | Lúa | 846 | 6.768 | Ổn định | C | 2.381 | 06/06/2026 | HS0408,0.6666666666666666,2,False,693.0,0.1023936170212766,19
B-train-00690-q08,argmin,Miền Nam,87.6,"3.310 | 2.900 | -410 | 87,6% | 4.196 | 11/01/2026 | triệu đồng | 4.115",0.5555555555555556,3,True,False,Miền Trung,103.5,"Miền Trung | 4.600 | 4.760 | 160 | 103,5% | 8.639 | 22/08/2026 | triệu đồng | 8.020",0.6666666666666666,1,False,15.900000000000006,0.15362318840579717,10
B-train-00697-q09,argmin,Khu tái định cư,1010.0,"Khu tái định cư | 1.010 | 863 | 85,4% | Vật liệu Đã đối chiếu | 9.098 | C | HS8000 | 3.277 | 12/03/2026",1.0,1,False,False,Mức A | ưu tiên,2300.0,"Mức A | ưu tiên | 2.300 | 1.292 | 56,2% | Mặt bằng | 4.308 | Cần rà soát | HS9949 | 1.383 | 28/03/2026 Đã đối chiếu | Đã đối chiếu | 9.429",0.3333333333333333,1,False,1290.0,0.5608695652173913,10
B-train-00698-q09,argmax,Tây Nguyên Đã đối chiếu,35.4,"Tây Nguyên Đã đối chiếu | 1.020 | 1.580 | 560 | 154,9% | 1.597 | 1.628 | B | 35,4%",0.25,1,False,False,Miền Trung,32.2,"Miền Trung | 1.200 | 1.800 | 600 | 150,0% | 9.582 | 6.096 | B | 32,2%",0.9166666666666666,2,False,3.1999999999999957,0.0993788819875775,13
B-train-00701-q01,argmin,Sức khỏe,846.0,"Sức khỏe | 846 | 101 | 11,9% | 25,6% | 1.926 | 3.687 | 4.464 | 14/12/2026",0.5,3,True,False,Tai nạn con người,1351.0,"Tai nạn con người | 193 | 1.351 | 271 | 20,1% | 23,6% | 1.012 | 6.912 | 3.287 | 19/12/2026",0.4,1,False,505.0,0.3737971872686899,11
B-train-00702-q02,argmin,VT097 Đã đối chiếu,1.0,VT097 Đã đối chiếu | Mực máy in | Ram | 118 | 1 | 26 | 93 | 7.350 | 3.581,0.0,1,False,False,VT852,3.0,VT852 | Bàn làm việc | Bộ | 42 | 3 | 12 | 33 | 8.138 | 3.482,0.5882352941176471,1,False,2.0,0.6666666666666666,18
B-train-00704-q06,argmin,Miền Trung,206.0,"27 | 864 | 91,2% | 153.792 | Điều chỉnh giờ | 3.101 | 206 | 6.446 | HS8982",0.18181818181818182,1,True,False,Hà Nội – Hải Phòng,1260.0,"Hà Nội – Hải Phòng | 11 | 407 | 85,0% | 54.131 | Bình thường | 7.443 | 1.260 | 5.002 | HS4054",0.36363636363636365,3,False,1054.0,0.8365079365079365,12
B-train-00708-q02,argmax,Khánh Hòa,7378.0,"527 | 7.378 | 4.806 | 65,1% | Cần rà soát | 07/03/2026 | 8.824 | Không phát sinh | 37,2% | hồ sơ | HS0828",0.3333333333333333,1,True,False,Tai nạn con người,7084.0,"Tai nạn con người | 506 | 7.084 | 136 | 1,9% | A | 07/04/2026 | 6.142 | Chưa đủ chứng từ | 18,9% | triệu đồng | HS3868",0.75,1,False,294.0,0.041501976284584984,13
B-train-00711-q04,argmax,Phố cổ Hội An,23549.0,"Phố cổ Hội An | 23.549 | 273 | 166.754 | 85,4% | 10/02/2026 | 1.297 | 725 | C | Điều chỉnh kỳ sau | 6,1% | HS7691",0.1,2,False,False,Nha Trang,22696.0,"Nha Trang | 22.696 | 1.554 | 194.000 | 72,9% | 02/11/2026 | 4.358 | 3.883 | Cần rà soát Đã đối chiếu | Điều chỉnh kỳ sau | 36,9% | HS2079",0.3,1,False,853.0,0.037583715192104336,11
B-train-00718-q09,argmin,Miền Bắc,251.0,"3.270 | 3.840 | 570 | 117,4% | 6,6% | 251 | HS9956 | Đã đối chiếu | Cần rà soát | 6.610",0.7272727272727273,4,True,False,Miền Trung,1732.0,"Miền Trung | 4.780 | 5.000 | 220 | 104,6% | 3,4% | 1.732 | HS8498 | Điều chỉnh kỳ sau | B | 5.566",0.5454545454545454,2,False,1481.0,0.855080831408776,12
B-train-00724-q06,argmin,Miền Trung,-0.6,"Mức A | ưu tiên | 9.090 | 30 | -0,6% | 8.209 | 19/06/2026 | Đã kiểm tra",0.875,1,True,True,Đà Nẵng 01,-0.5,"Đà Nẵng 01 | 9.280 | 1.940 | 610 | -0,5% | 3.167 | 28/08/2026 | 8,7% | Chưa đủ chứng từ",0.25,1,False,0.09999999999999998,0.19999999999999996,9
B-train-00725-q10,argmax,Hưu trí,104.0,Hưu trí | 1649 Đã đối chiếu | 1549 Đã đối chiếu | 104 | 26.333 | B | HS1386 | 9.783 | triệu đồng | Đã đối chiếu | 8.540,0.0,2,False,False,Đà Nẵng,51.0,Đà Nẵng | 1919 | 1866 | 51 | 22.392 | C | HS9771 | 3.692 | tấn | 53 | Đã kiểm tra,0.375,1,False,53.0,1.0392156862745099,9
B-train-00727-q02,argmax,Miền Trung,9287.0,"125 | 15 | Mức A | ưu tiên | 19 phút | 4,1% | 7.932 | 9.287 | Đã đối chiếu Đã đối chiếu",0.38461538461538464,1,True,False,Mắt,8540.0,"Mắt | 171 | 21 | 5 | 29 phút | 19,3% | 8.540 | Điều chỉnh kỳ sau",0.7692307692307693,1,False,747.0,0.08747072599531616,14
B-train-00730-q03,argmax,Cần Thơ,34.2,"Công ty Nam Việt | 1.980 | 1.880 | Chờ nghiệm thu | 7.987 | HS3796 | Chưa đủ chứng từ | 34,2% | triệu đồng",0.9,1,False,True,GT11,28.5,"GT11 | Công ty Minh An | 1.320 | Chờ nghiệm thu | 5.842 | HS0571 | Chưa đủ chứng từ | 28,5% | lượt",1.0,1,False,5.700000000000003,0.2000000000000001,11
B-train-00741-q02,argmax,Khu tái định cư,8527.0,"Khu tái định cư | 3.222 | 55,9% | Mặt bằng | 8.527 | 3.640 | 1.235 | lượt",0.6923076923076923,1,False,False,Cầu Đông Thành,7531.0,"Cầu Đông Thành | 6.690 | 6.168 | 92,2% | Không | 7.531 | 1.059 | 5.666 | hồ sơ",0.38461538461538464,2,False,996.0,0.13225335280839198,14
B-train-00754-q02,argmin,Cửa hàng 01 Đã đối chiếu,547.0,"Cửa hàng 01 Đã đối chiếu | Mức A | ưu tiên | 158 | 32.706 | 4,4% | A | 1.203 | HS5471 | 547 | 1.953",0.0,1,False,False,Cửa hàng 02,1537.0,"Cửa hàng 02 | 4691 | 1557 | 649.269 | 1,0% | C | HS2190 | 1.537 | 6.450",0.6,2,False,990.0,0.6441119063109955,11
B-train-00754-q08,argmax,Lâm Đồng,9092.0,"8,37 | 80 | 21 | Chấp nhận | HS5042 | 17/05/2026 | Không phát sinh | 9.092 | 14,8%",0.9090909090909091,1,True,False,KCN Long Thành,8766.0,"KCN Long Thành | 8,29 | 75 | 28 | Cần theo dõi | HS3170 | 14/04/2026 | Chưa đủ chứng từ | 8.766 | 20,4%",0.7272727272727273,1,False,326.0,0.03718913985854438,12
B-train-00757-q03,argmin,TP.HCM – Cần Thơ,82.1,"TP.HCM – Cần Thơ | 20 Đã đối chiếu | 420 | 82,1% | 75.180 | Bình thường | 16,0% | C | 8.404 | triệu đồng",0.75,2,True,False,Đà Nẵng – Huế,84.2,"Đà Nẵng – Huế | 30 | 1.200 | 84,2% | 214.800 | Tăng chuyến | 31,7% | B | 2.324 | hồ sơ | Đã kiểm tra",0.625,1,False,2.1000000000000085,0.02494061757719725,9
B-train-00762-q07,argmin,Kho trung chuyển,149.0,"Kho trung chuyển | 4540 Đã đối chiếu | 83,2% | 149 | 54.480 | hồ sơ | 3.334 | 3.714 | 4,2% | 1.014 | A",0.4,2,False,False,Kho Bình Dương,170.0,"Kho Bình Dương | 4022 | 93,2% | 170 | 257.408 | triệu đồng | 8.060 | 3.882 | 6,1% | 4.329 | Cần rà soát",0.2,1,True,21.0,0.12352941176470589,11
B-train-00765-q02,argmax,Nha Trang,18695.0,"Nha Trang | 18.695 | 6.139 | 49.668 | 91,0% | 9.045 | HS8936 | Đã kiểm tra",0.8888888888888888,2,True,False,Phú Quốc,16036.0,"Phú Quốc | 16.036 | 1.865 | 53.703 | 49,0% | 8.207",1.0,1,False,2659.0,0.1658144175604889,10
B-train-00771-q05,argmin,Nội tổng hợp,64.0,Nội tổng hợp | 64 | 5 | 10 | 50 phút | 3.627 | triệu đồng | Đã đối chiếu | 6.263 | HS8476 | Cần rà soát,0.0,2,False,False,Nhi,71.0,Nhi | 71 | 5 | 5 | 60 phút | 4.454 | hồ sơ | Chưa đủ chứng từ | 230 | HS4893 | C,0.7272727272727273,1,False,7.0,0.09859154929577464,12
B-train-00773-q05,argmax,Đồng bằng sông Cửu Long,1982.0,"2018 | 1982 | 36 | 13.874 | 3.691 | 1,0%",0.75,1,False,False,Thất nghiệp,1770.0,"Thất nghiệp | 1888 | 1770 | 103 | 26.550 | 3.777 | HS9835 | 33,8% | hồ sơ | 06/09/2026 | Chưa đủ chứng từ",0.125,1,False,212.0,0.11977401129943503,9
B-train-00773-q09,argmin,Sông Hồng,5.87,"Sông Hồng | 5,87 | 76 | 33 | Chấp nhận | 1.405 | kWh | A",0.0,2,False,False,Hồ Xuân Hương,5.91,"Hồ Xuân Hương | 5,91 | 55 | 17 | 2.620 | 5.741 | Đã kiểm tra",0.2222222222222222,1,False,0.040000000000000036,0.006768189509306266,10
B-train-00774-q03,argmax,GT42 Đã đối chiếu,8677.0,GT42 Đã đối chiếu | Hợp tác xã Thành Công | 830 | 630 | Đang thực hiện | tấn Đã đối chiếu | 8.677 | Đã kiểm tra,0.25,1,False,False,GT94,8051.0,GT94 | Công ty Việt Phát | 1.730 | 1.510 | Đã duyệt | triệu đồng | 8.051,0.375,1,False,626.0,0.07775431623400819,9
B-train-00778-q06,argmax,Đà Nẵng,9370.0,"3.110 | 9.370 | 90 | 11,3% | Đã đối chiếu | 1.292 | HS1959 | A | Đã kiểm tra",0.08333333333333333,1,True,False,Đà Nẵng 01,9070.0,"Đà Nẵng 01 | 4.220 | 9.070 | 30 | -1,8% | Không phát sinh | 3.285 | HS5989 | C | kWh | 19/12/2026",1.0,3,False,300.0,0.03307607497243661,13
B-train-00781-q10,argmin,Hưu trí,7.0,Hưu trí | 894 Đã đối chiếu | 871 | 7 | 13.065 | 8.981 | 3.477 | A | tấn | 4.212,0.3125,4,True,False,Ốm đau,12.0,Ốm đau | 1707 | 1671 | 12 | 3.342 | 5.328 | 5.427 | C | triệu đồng | 5.157,0.4375,3,False,5.0,0.4166666666666667,17
