document_id,page,table,value_column,reasoning_type,questions,correct,expected_rows,solver_rows,expected_row_count,solver_row_count
B-train-00538,1,2,Tỷ trọng (%),argmax,1,1,8,8,1,1
B-train-00539,1,1,Tồn cuối,argmin,1,1,3,3,1,1
B-train-00539,1,1,Kỳ trước,argmax,1,1,10,10,1,1
B-train-00539,1,1,Chi phí,argmax,1,1,4,4,1,1
B-train-00540,2,1,Kỳ trước,argmin,1,1,11,11,1,1
B-train-00540,1,1,Tỷ lệ rớt cuộc,argmin,1,1,8,8,1,1
B-train-00540,1,1,Phản ánh,argmax,1,1,3,3,1,1
B-train-00540,2,1,Phản ánh,argmax,1,1,9,9,1,1
B-train-00541,1,1,Công suất đỉnh,argmax,1,1,4,4,1,1
B-train-00541,1,1,Sản lượng,argmin,1,0,4,6,1,1
B-train-00541,1,1,Sự cố,argmin,1,1,6,6,1,1
B-train-00542,1,1,Kế hoạch năm,argmin,1,1,10,10,1,1
B-train-00542,1,1,Hành khách,argmin,1,1,4,4,1,1
B-train-00543,2,1,Hiện có,argmax,1,1,4,4,1,1
B-train-00543,1,1,Thiếu/thừa,argmin,1,1,17,17,1,1
B-train-00543,1,1,Hiện có,argmin,1,1,17,17,1,1
B-train-00543,1,1,Hiện có,argmax,1,1,6,6,1,1
B-train-00544,1,2,Lũy kế,argmax,1,1,7,7,1,1
B-train-00544,1,2,Kỳ trước,argmax,1,1,3,3,1,1
B-train-00544,1,1,Lũy kế,argmin,1,1,10,10,1,1
B-train-00545,2,1,Sản lượng,argmax,1,0,5,13,1,1
B-train-00545,2,1,Công suất đỉnh,argmin,1,1,8,8,1,1
B-train-00545,1,2,Đã giải quyết,argmin,1,1,7,7,1,1
B-train-00546,1,1,Lũy kế,argmax,1,1,10,10,1,1
B-train-00546,1,1,Tỷ trọng (%),argmin,1,1,12,12,1,1
B-train-00546,1,1,Khách quốc tế,argmax,1,1,13,13,1,1
B-train-00546,1,1,Doanh thu,argmin,1,1,15,15,1,1
B-train-00547,1,2,Kỳ trước,argmin,1,1,9,9,1,1
B-train-00547,1,2,Tổn thất,argmax,1,1,6,6,1,1
B-train-00548,1,1,Chuyển tuyến,argmin,1,1,3,3,1,1
B-train-00548,1,2,Hành khách,argmax,1,1,5,5,1,1
B-train-00548,1,1,Lũy kế,argmin,1,1,4,4,1,1
B-train-00548,1,1,Lượt khám,argmax,1,1,7,7,1,1
B-train-00549,1,1,Số đơn,argmin,1,1,12,12,1,1
B-train-00549,1,2,Kế hoạch,argmin,1,0,7,5,1,1
B-train-00549,1,2,Tỷ lệ,argmax,1,1,7,7,1,1
B-train-00549,1,1,Giá trị bán,argmax,1,1,9,9,1,1
B-train-00550,1,1,Kỳ trước,argmin,1,1,4,4,1,1
B-train-00550,1,2,Kỳ này,argmax,1,1,10,10,1,1
B-train-00550,1,2,Lũy kế,argmax,1,1,7,7,1,1
B-train-00550,1,2,Kỳ này,argmin,1,0,5,6,1,1
B-train-00551,1,1,Kỳ trước,argmax,1,1,13,13,1,1
B-train-00551,1,1,Nhập,argmin,1,1,5,5,1,1
B-train-00551,2,1,Lũy kế,argmin,1,1,9,9,1,1
B-train-00551,1,1,Tồn đầu,argmax,1,1,8,8,1,1
B-train-00552,1,2,Nhập,argmax,1,0,15,8,1,1
B-train-00552,1,2,Nhập,argmin,1,1,8,8,1,1
B-train-00552,1,1,Nợ quá hạn,argmin,1,1,15,15,1,1
B-train-00553,2,1,Giá dự toán,argmax,1,1,4,4,1,1
B-train-00553,1,1,Kỳ trước,argmin,1,1,16,16,1,1
B-train-00554,1,2,Tỷ lệ,argmax,1,1,9,9,1,1
B-train-00554,1,2,Chênh lệch,argmin,1,1,7,7,1,1
B-train-00554,1,1,Đơn xử lý,argmin,1,1,4,4,1,1
B-train-00554,1,1,Kế hoạch năm,argmax,1,1,6,6,1,1
B-train-00555,1,2,Lũy kế,argmin,1,1,5,5,1,1
B-train-00555,2,1,Kỳ trước,argmax,1,1,5,5,1,1
B-train-00555,1,2,Tỷ lệ,argmin,1,1,7,7,1,1
B-train-00555,1,2,Kỳ này,argmax,1,1,4,4,1,1
B-train-00556,1,2,Nhập viện,argmax,1,1,10,10,1,1
B-train-00556,1,2,Nhập viện,argmin,1,1,11,11,1,1
B-train-00556,2,1,Định biên,argmax,1,0,5,4,1,1
B-train-00557,2,1,Kế hoạch năm,argmin,1,1,20,20,1,1
B-train-00557,2,1,Tổn thất,argmax,1,1,14,14,1,1
B-train-00557,1,1,Kỳ này,argmin,1,1,18,18,1,1
B-train-00557,1,1,Kỳ trước,argmax,1,1,17,17,1,1
B-train-00558,1,2,Thiếu/thừa,argmin,1,1,5,5,1,1
B-train-00558,1,1,COD,argmax,1,1,3,3,1,1
B-train-00558,1,2,Tuyển mới,argmin,1,1,6,6,1,1
B-train-00559,1,2,Kỳ này,argmin,1,1,6,6,1,1
B-train-00559,1,2,Thực hiện,argmax,1,1,5,5,1,1
B-train-00559,1,1,Nợ quá hạn,argmax,1,1,12,12,1,1
B-train-00559,1,1,Tăng trưởng,argmin,1,1,9,9,1,1
B-train-00560,1,2,Kỳ này,argmax,1,1,13,13,1,1
B-train-00560,1,2,Công suất đỉnh,argmax,1,1,7,7,1,1
B-train-00561,1,2,Lũy kế,argmin,1,1,5,5,1,1
B-train-00561,1,2,Tỷ trọng (%),argmin,1,0,7,3,1,1
B-train-00561,1,1,Giải ngân,argmax,1,1,5,5,1,1
B-train-00562,1,2,Sự cố,argmax,1,0,11,3,1,1
B-train-00562,1,1,Hành khách,argmax,1,1,8,8,1,1
B-train-00563,1,2,Doanh thu,argmin,1,0,4,10,1,1
B-train-00563,1,1,Số đơn,argmin,1,1,7,7,1,1
B-train-00563,1,1,Giá trị bán,argmax,1,1,15,15,1,1
B-train-00564,2,1,Đã giải quyết,argmin,1,1,18,18,1,1
B-train-00564,2,1,Chi trả,argmax,1,1,19,19,1,1
B-train-00564,2,1,Kỳ này,argmin,1,1,16,16,1,1
B-train-00564,2,1,Kế hoạch năm,argmax,1,1,17,17,1,1
B-train-00565,1,1,Trễ hạn,argmax,1,1,15,15,1,1
B-train-00565,2,1,Chi trả,argmin,1,1,16,16,1,1
B-train-00565,1,1,Kỳ này,argmin,1,1,5,5,1,1
B-train-00565,2,1,Đã giải quyết,argmax,1,1,8,8,1,1
B-train-00566,1,1,Lũy kế,argmax,1,1,6,6,1,1
B-train-00566,1,1,Tỷ lệ,argmin,1,1,12,12,1,1
B-train-00566,1,1,Tỷ trọng (%),argmax,1,0,8,4,1,1
B-train-00567,1,1,Kỳ trước,argmin,1,1,4,4,1,1
B-train-00567,1,2,Kỳ trước,argmax,1,0,8,6,1,1
B-train-00567,1,1,Tỷ trọng (%),argmax,1,1,9,9,1,1
B-train-00568,1,1,Lũy kế,argmin,1,1,8,8,1,1
B-train-00568,1,2,Công suất phòng,argmax,1,0,9,13,1,1
B-train-00568,1,2,Lũy kế,argmax,1,1,8,8,1,1
B-train-00568,1,2,Kế hoạch năm,argmin,1,1,11,11,1,1
B-train-00569,2,1,Nhập,argmax,1,1,10,10,1,1
B-train-00569,1,1,Tỷ trọng (%),argmax,1,1,8,8,1,1
B-train-00569,1,1,Lũy kế,argmin,1,1,13,13,1,1
B-train-00569,1,2,Tồn cuối,argmin,1,0,14,7,1,1
B-train-00570,2,1,Giải ngân,argmax,1,1,11,11,1,1
B-train-00570,1,1,Kỳ này,argmax,1,1,8,8,1,1
B-train-00570,1,1,Diện tích (ha),argmin,1,1,6,6,1,1
B-train-00570,2,1,Giải ngân,argmin,1,1,8,8,1,1
B-train-00571,1,1,Giá trị bán,argmax,1,1,15,15,1,1
B-train-00571,2,1,Giá trị bán,argmin,1,1,16,16,1,1
B-train-00571,2,1,Lũy kế,argmax,1,1,10,10,1,1
B-train-00572,2,1,Doanh thu,argmin,1,1,9,9,1,1
B-train-00572,1,2,Kỳ này,argmin,1,1,8,8,1,1
B-train-00573,1,2,COD,argmin,1,1,9,9,1,1
B-train-00573,1,2,BOD5,argmax,1,1,11,11,1,1
B-train-00573,1,1,Lưu lượng,argmax,1,1,4,4,1,1
B-train-00574,1,2,Sự cố,argmin,1,1,4,4,1,1
B-train-00574,1,2,Kỳ trước,argmin,1,0,6,13,1,1
B-train-00574,1,1,Lũy kế,argmax,1,1,16,16,1,1
B-train-00575,1,1,Kế hoạch năm,argmax,1,0,14,7,1,1
B-train-00575,1,1,Kế hoạch năm,argmin,1,1,13,13,1,1
B-train-00575,1,1,Giá dự toán,argmin,1,0,19,7,1,1
B-train-00576,1,1,Kỳ này,argmin,1,1,10,10,1,1
B-train-00576,1,1,Kế hoạch năm,argmin,1,1,6,6,1,1
B-train-00577,1,1,Số chuyến,argmax,1,1,5,5,1,1
B-train-00577,1,1,Doanh thu,argmin,1,0,9,8,1,1
B-train-00577,1,1,Đúng giờ,argmin,1,0,10,5,1,1
B-train-00577,1,1,Hành khách,argmax,1,1,10,10,1,1
B-train-00578,1,1,Doanh thu,argmin,1,1,12,12,1,1
B-train-00578,1,2,Thuê bao,argmin,1,1,6,6,1,1
B-train-00578,1,2,Tỷ lệ rớt cuộc,argmax,1,1,7,7,1,1
B-train-00579,1,1,Kỳ này,argmax,1,1,8,8,1,1
B-train-00579,1,1,Chi phí,argmin,1,1,8,8,1,1
B-train-00579,1,2,Kế hoạch năm,argmin,1,0,3,5,1,1
B-train-00579,1,1,Chi phí,argmax,1,1,16,16,1,1
B-train-00580,2,1,Lượt khách,argmax,1,0,7,4,1,1
B-train-00580,1,1,Khách quốc tế,argmax,1,1,6,6,1,1
B-train-00580,2,1,Lượt khách,argmin,1,0,11,9,1,1
B-train-00581,1,1,Công suất phòng,argmin,1,1,7,7,1,1
B-train-00581,1,2,Giá trúng,argmax,1,1,10,10,1,1
B-train-00581,1,2,Giá dự toán,argmin,1,1,7,7,1,1
B-train-00581,1,2,Tỷ trọng (%),argmax,1,1,9,9,1,1
B-train-00582,1,1,Lũy kế,argmax,1,1,16,16,1,1
B-train-00582,2,1,Kỳ trước,argmin,1,1,23,23,1,1
B-train-00582,2,1,Tỷ trọng (%),argmax,1,1,21,21,1,1
B-train-00583,1,2,Doanh thu,argmax,1,0,13,10,1,1
B-train-00583,1,1,Tỷ trọng (%),argmin,1,1,8,8,1,1
B-train-00583,1,1,Kỳ trước,argmin,1,1,4,4,1,1
B-train-00583,1,1,Nhập,argmax,1,1,9,9,1,1
B-train-00584,1,1,Đạt,argmin,1,1,6,6,1,1
B-train-00584,1,1,Kỳ trước,argmax,1,1,8,8,1,1
B-train-00584,1,2,Tỷ trọng (%),argmax,1,1,3,3,1,1
B-train-00585,1,1,Kỳ trước,argmin,1,1,9,9,1,1
B-train-00585,1,1,Giá trị bán,argmax,1,1,7,7,1,1
B-train-00585,1,1,Giá trị bán,argmin,1,1,22,22,1,1
B-train-00585,1,1,Kỳ trước,argmax,1,1,4,4,1,1
B-train-00586,1,1,Tỷ trọng (%),argmax,1,1,10,10,1,1
B-train-00586,1,1,Tỷ lệ rớt cuộc,argmin,1,1,5,5,1,1
B-train-00586,1,2,Tồn đầu,argmax,1,1,3,3,1,1
B-train-00586,1,1,Kế hoạch năm,argmin,1,0,10,8,1,1
B-train-00587,1,1,Kỳ trước,argmax,1,1,11,11,1,1
B-train-00587,1,1,Thiếu/thừa,argmin,1,1,8,8,1,1
B-train-00587,1,1,Kỳ này,argmax,1,1,16,16,1,1
B-train-00588,1,2,Số đơn,argmax,1,0,8,11,1,1
B-train-00588,1,2,Giá trị bán,argmin,1,1,10,10,1,1
B-train-00588,1,2,Lượt khách,argmax,1,1,6,6,1,1
B-train-00589,1,1,pH,argmin,1,0,6,4,1,1
B-train-00589,1,1,pH,argmax,1,1,11,11,1,1
B-train-00589,1,2,Kỳ trước,argmin,1,1,9,9,1,1
B-train-00589,1,1,Kỳ này,argmax,1,0,3,11,1,1
B-train-00590,1,1,Huy động,argmin,1,1,4,4,1,1
B-train-00590,1,2,Tỷ trọng (%),argmax,1,1,8,8,1,1
B-train-00590,1,2,Kỳ này,argmin,1,1,11,11,1,1
B-train-00591,1,2,Lượt khám,argmin,1,1,3,3,1,1
B-train-00591,1,2,Chuyển tuyến,argmin,1,1,10,10,1,1
B-train-00591,1,1,Kế hoạch năm,argmax,1,1,7,7,1,1
B-train-00591,1,1,Kỳ trước,argmax,1,1,7,7,1,1
B-train-00592,2,1,Kế hoạch năm,argmin,1,1,14,14,1,1
B-train-00592,2,1,Lũy kế,argmin,1,1,15,15,1,1
B-train-00592,1,1,Tổn thất,argmax,1,1,14,14,1,1
B-train-00592,2,1,Lũy kế,argmax,1,1,18,18,1,1
B-train-00593,2,1,Chi trả,argmax,1,1,10,10,1,1
B-train-00593,1,1,Chi trả,argmax,1,1,11,11,1,1
B-train-00593,2,1,Kỳ này,argmin,1,1,8,8,1,1
B-train-00594,1,1,Kế hoạch năm,argmax,1,1,12,12,1,1
B-train-00594,1,1,Kỳ này,argmax,1,1,13,13,1,1
B-train-00594,2,1,Lũy kế,argmin,1,1,15,15,1,1
B-train-00595,1,1,Lũy kế,argmin,1,1,7,7,1,1
B-train-00595,1,1,Giá trúng,argmin,1,1,10,10,1,1
B-train-00595,1,2,Tồn cuối,argmax,1,1,9,9,1,1
B-train-00596,1,1,Chuyển tuyến,argmax,1,1,15,15,1,1
B-train-00596,1,2,Tồn cuối,argmin,1,1,14,14,1,1
B-train-00596,1,2,Tỷ trọng (%),argmax,1,1,11,11,1,1
B-train-00597,1,1,Kế hoạch năm,argmax,1,1,14,14,1,1
B-train-00597,1,1,Tỷ trọng (%),argmax,1,1,6,6,1,1
B-train-00597,2,1,Công suất đỉnh,argmin,1,1,11,11,1,1
B-train-00597,1,1,Kế hoạch năm,argmin,1,1,23,23,1,1
B-train-00598,1,2,Phí bảo hiểm,argmax,1,1,13,13,1,1
B-train-00598,1,2,Kỳ này,argmin,1,1,8,8,1,1
B-train-00598,1,2,Kế hoạch năm,argmax,1,1,8,8,1,1
B-train-00599,1,1,Kỳ này,argmax,1,1,8,8,1,1
B-train-00599,1,2,Kế hoạch năm,argmin,1,1,3,3,1,1
B-train-00599,1,1,Tồn cuối,argmin,1,1,6,6,1,1
B-train-00599,1,2,Kế hoạch năm,argmax,1,1,10,10,1,1
B-train-00600,2,1,Kế hoạch năm,argmin,1,1,8,8,1,1
B-train-00600,2,1,Tỷ lệ,argmax,1,1,18,18,1,1
B-train-00600,1,1,Bồi thường,argmax,1,1,10,10,1,1
B-train-00600,2,1,Tỷ lệ,argmin,1,1,12,12,1,1
B-train-00601,1,2,Giá trị bán,argmin,1,1,11,11,1,1
B-train-00601,1,2,Tỷ trọng (%),argmax,1,1,7,7,1,1
B-train-00601,1,1,Thuê bao,argmin,1,1,7,7,1,1
B-train-00601,1,2,Kỳ trước,argmax,1,0,14,7,1,1
B-train-00602,1,1,Tỷ lệ rớt cuộc,argmax,1,1,20,20,1,1
B-train-00602,1,1,Kế hoạch năm,argmin,1,1,17,17,1,1
B-train-00602,1,1,Phản ánh,argmin,1,1,17,17,1,1
B-train-00602,2,1,Lưu lượng,argmax,1,1,13,13,1,1
B-train-00603,1,2,Phí bảo hiểm,argmax,1,1,10,10,1,1
B-train-00603,1,2,Tỷ trọng (%),argmax,1,0,3,5,1,1
B-train-00603,1,2,Kỳ này,argmin,1,1,12,12,1,1
B-train-00603,1,2,Phí bảo hiểm,argmin,1,0,13,5,1,1
B-train-00604,2,1,Tỷ trọng (%),argmax,1,1,3,3,1,1
B-train-00604,2,1,Doanh thu,argmax,1,1,7,7,1,1
B-train-00604,2,1,Lũy kế,argmin,1,1,3,3,1,1
B-train-00604,1,1,Công suất phòng,argmin,1,1,6,6,1,1
B-train-00605,1,2,Kỳ này,argmax,1,1,9,9,1,1
B-train-00605,1,2,Xuất,argmin,1,1,3,3,1,1
B-train-00605,1,1,Tỷ trọng (%),argmax,1,1,3,3,1,1
B-train-00605,1,2,Tồn đầu,argmin,1,1,7,7,1,1
B-train-00606,1,2,Lũy kế,argmin,1,0,7,11,1,1
B-train-00606,1,1,Tồn đầu,argmax,1,0,7,10,1,1
B-train-00606,1,2,Lũy kế,argmax,1,1,8,8,1,1
B-train-00606,1,1,Tồn cuối,argmin,1,1,3,3,1,1
B-train-00607,2,1,Doanh thu,argmax,1,1,17,17,1,1
B-train-00607,1,1,Doanh thu,argmin,1,1,13,13,1,1
B-train-00607,2,1,Hành khách,argmin,1,1,4,4,1,1
B-train-00607,1,1,Doanh thu,argmax,1,1,17,17,1,1
B-train-00608,2,1,Kỳ này,argmin,1,0,5,13,1,1
B-train-00608,2,1,Kỳ này,argmax,1,1,20,20,1,1
B-train-00608,2,1,Số đơn,argmin,1,1,8,8,1,1
B-train-00608,2,1,Số đơn,argmax,1,1,15,15,1,1
B-train-00609,1,1,Kỳ trước,argmin,1,1,4,4,1,1
B-train-00609,1,2,Tiến độ,argmin,1,1,9,9,1,1
B-train-00610,1,2,Hợp đồng,argmax,1,1,8,8,1,1
B-train-00610,1,2,Kỳ trước,argmin,1,1,5,5,1,1
B-train-00610,1,2,Kế hoạch năm,argmax,1,1,3,3,1,1
B-train-00611,2,1,COD,argmax,1,1,8,8,1,1
B-train-00611,1,1,Tỷ trọng (%),argmax,1,1,21,21,1,1
B-train-00612,1,1,Đạt,argmin,1,1,8,8,1,1
B-train-00612,1,2,Xuất,argmin,1,1,13,13,1,1
B-train-00612,1,1,Kế hoạch năm,argmax,1,1,15,15,1,1
B-train-00612,1,1,Kỳ này,argmax,1,0,15,6,1,1
B-train-00613,1,1,Tỷ trọng (%),argmin,1,1,8,9,1,1
B-train-00613,1,2,Giá trúng,argmax,1,1,8,8,1,1
B-train-00613,1,2,Giá dự toán,argmin,1,1,5,5,1,1
B-train-00614,1,2,Số đơn,argmin,1,1,5,5,1,1
B-train-00614,1,1,Kỳ trước,argmin,1,1,5,5,1,1
B-train-00614,1,1,Xuất,argmax,1,1,10,10,1,1
B-train-00614,1,1,Kỳ này,argmax,1,0,4,15,1,1
B-train-00615,1,1,Tổn thất,argmin,1,0,11,12,1,1
B-train-00615,1,2,Lũy kế,argmax,1,1,5,5,1,1
B-train-00615,1,2,Giải ngân,argmin,1,0,8,11,1,1
B-train-00616,1,2,Hồ sơ nhận,argmin,1,0,6,3,1,1
B-train-00616,2,1,Tỷ trọng (%),argmax,1,1,9,9,1,1
B-train-00616,2,1,Lũy kế,argmax,1,1,10,10,1,1
B-train-00616,1,2,Kỳ này,argmin,1,1,14,14,1,1
B-train-00617,1,2,Kế hoạch năm,argmin,1,1,10,10,1,1
B-train-00617,1,2,Nợ quá hạn,argmax,1,1,8,8,1,1
B-train-00617,2,1,Kế hoạch năm,argmax,1,1,7,7,1,1
B-train-00617,1,1,Lượt khám,argmin,1,0,7,5,1,1
B-train-00618,1,2,Tồn cuối,argmin,1,0,5,12,1,1
B-train-00618,1,2,Kỳ trước,argmin,1,1,3,3,1,1
B-train-00618,1,2,Tồn cuối,argmax,1,1,13,13,1,1
B-train-00619,1,2,Kỳ này,argmin,1,1,14,14,1,1
B-train-00619,1,2,Kế hoạch năm,argmax,1,1,14,14,1,1
B-train-00619,1,2,Công suất phòng,argmax,1,1,10,10,1,1
B-train-00619,1,2,Kế hoạch năm,argmin,1,1,7,7,1,1
B-train-00620,2,1,Công suất phòng,argmin,1,1,4,4,1,1
B-train-00620,1,1,Khách quốc tế,argmin,1,1,16,16,1,1
B-train-00620,1,1,Tỷ trọng (%),argmax,1,1,6,6,1,1
B-train-00620,1,1,Doanh thu,argmax,1,1,8,8,1,1
B-train-00621,1,1,Khách nội địa,argmin,1,0,6,14,1,1
B-train-00621,1,2,Số đơn,argmax,1,1,7,7,1,1
B-train-00621,1,1,Khách quốc tế,argmax,1,1,4,4,1,1
B-train-00621,1,2,Số đơn,argmin,1,1,3,3,1,1
B-train-00622,2,1,Xuất,argmax,1,1,5,5,1,1
B-train-00622,1,1,Xuất,argmax,1,1,11,11,1,1
B-train-00623,1,2,Kế hoạch năm,argmax,1,1,9,9,1,1
B-train-00623,1,2,Công suất đỉnh,argmax,1,1,11,11,1,1
B-train-00624,1,2,Huy động,argmin,1,1,9,9,1,1
B-train-00624,1,1,Tỷ trọng (%),argmax,1,1,7,7,1,1
B-train-00624,1,1,Hiện có,argmax,1,1,4,4,1,1
B-train-00624,1,1,Hiện có,argmin,1,1,10,10,1,1
B-train-00625,2,1,Kỳ này,argmax,1,1,5,5,1,1
B-train-00625,1,2,Thực hiện,argmin,1,1,7,7,1,1
B-train-00625,1,2,Kế hoạch năm,argmax,1,1,6,6,1,1
B-train-00626,1,2,Kế hoạch năm,argmin,1,1,7,7,1,1
B-train-00626,2,1,Kế hoạch năm,argmax,1,1,3,3,1,1
B-train-00626,1,2,Kế hoạch năm,argmax,1,1,10,10,1,1
B-train-00627,1,1,Chuyển tuyến,argmin,1,1,6,6,1,1
B-train-00627,1,1,Kỳ này,argmin,1,1,13,13,1,1
B-train-00628,1,1,Kỳ trước,argmax,1,1,3,3,1,1
B-train-00628,2,1,Kỳ trước,argmin,1,1,11,11,1,1
B-train-00628,1,1,Kỳ này,argmin,1,1,10,10,1,1
B-train-00628,2,1,Kỳ này,argmax,1,1,18,18,1,1
B-train-00629,2,1,Kỳ này,argmax,1,1,3,3,1,1
B-train-00629,2,1,Kế hoạch năm,argmax,1,1,6,6,1,1
B-train-00629,2,1,Hành khách,argmin,1,1,9,9,1,1
B-train-00629,1,1,Đúng giờ,argmin,1,1,4,4,1,1
B-train-00630,1,2,Lũy kế,argmax,1,1,8,8,1,1
B-train-00630,1,2,Chi trả,argmin,1,1,13,13,1,1
B-train-00631,1,2,Đạt,argmax,1,1,13,13,1,1
B-train-00631,1,2,Đạt,argmin,1,1,7,7,1,1
B-train-00631,1,1,Số đơn,argmax,1,1,12,12,1,1
B-train-00632,1,1,Tổn thất,argmax,1,1,9,9,1,1
B-train-00632,1,2,Tỷ trọng (%),argmin,1,1,9,9,1,1
B-train-00632,1,2,Kế hoạch năm,argmax,1,1,3,3,1,1
B-train-00632,1,2,pH,argmin,1,0,7,3,1,1
B-train-00633,1,2,Nhập viện,argmin,1,1,7,7,1,1
B-train-00633,1,2,Chuyển tuyến,argmax,1,1,11,11,1,1
B-train-00633,1,1,Kế hoạch năm,argmin,1,1,8,8,1,1
B-train-00634,2,1,Hành khách,argmin,1,1,4,4,1,1
B-train-00634,1,1,Đúng giờ,argmax,1,0,15,14,1,1
B-train-00634,1,1,Lũy kế,argmin,1,1,3,3,1,1
B-train-00635,1,1,Kỳ này,argmax,1,1,8,8,1,1
B-train-00635,1,2,Kế hoạch năm,argmax,1,1,16,16,1,1
B-train-00635,1,2,Kế hoạch năm,argmin,1,1,3,3,1,1
B-train-00636,1,2,Lũy kế,argmax,1,0,6,10,1,1
B-train-00636,1,2,Kế hoạch năm,argmin,1,1,9,9,1,1
B-train-00636,1,1,Tỷ trọng (%),argmax,1,1,10,10,1,1
B-train-00636,1,1,Lũy kế,argmin,1,0,9,16,1,1
B-train-00637,1,2,Kế hoạch năm,argmax,1,1,10,10,1,1
B-train-00637,1,1,Kế hoạch năm,argmin,1,1,3,3,1,1
B-train-00637,1,1,Kỳ trước,argmax,1,1,3,3,1,1
B-train-00638,1,1,Công suất phòng,argmin,1,1,6,6,1,1
B-train-00638,1,1,Công suất phòng,argmax,1,1,3,3,1,1
B-train-00638,2,1,Doanh thu,argmin,1,1,18,18,1,1
B-train-00638,1,1,Doanh thu,argmax,1,1,3,3,1,1
B-train-00639,1,1,Khách quốc tế,argmax,1,1,5,5,1,1
B-train-00639,1,1,Tỷ trọng (%),argmin,1,1,9,9,1,1
B-train-00639,1,2,Số đơn,argmax,1,1,10,10,1,1
B-train-00640,1,2,Kỳ trước,argmax,1,1,4,4,1,1
B-train-00640,1,1,Kỳ trước,argmin,1,1,4,4,1,1
B-train-00640,1,1,Giá trị hợp đồng,argmin,1,1,10,10,1,1
B-train-00640,1,1,Giải ngân,argmax,1,1,5,5,1,1
B-train-00641,2,1,Chi phí,argmin,1,1,8,8,1,1
B-train-00641,2,1,Tồn cuối,argmin,1,1,5,5,1,1
B-train-00641,2,1,Kỳ trước,argmax,1,1,5,5,1,1
B-train-00642,2,1,Chi phí,argmax,1,1,7,7,1,1
B-train-00642,2,1,Tỷ trọng (%),argmin,1,1,18,18,1,1
B-train-00642,2,1,Đúng hạn,argmin,1,1,12,12,1,1
B-train-00642,1,1,Tồn cuối,argmax,1,1,6,6,1,1
B-train-00643,1,1,Giá trúng,argmax,1,1,14,14,1,1
B-train-00643,2,1,Tỷ trọng (%),argmax,1,1,13,13,1,1
B-train-00643,2,1,Tỷ trọng (%),argmin,1,1,7,7,1,1
B-train-00644,1,1,Lũy kế,argmax,1,1,10,10,1,1
B-train-00644,1,1,Kỳ trước,argmax,1,1,11,11,1,1
B-train-00644,1,1,Giá trị bán,argmin,1,1,4,4,1,1
B-train-00644,1,1,Lượt khách,argmin,1,1,5,5,1,1
B-train-00645,1,2,Đơn xử lý,argmin,1,0,7,8,1,1
B-train-00645,1,2,Lũy kế,argmax,1,1,11,11,1,1
B-train-00645,1,1,Tỷ lệ đạt,argmin,1,1,7,7,1,1
B-train-00645,1,2,Kỳ trước,argmax,1,1,11,11,1,1
B-train-00646,1,1,Giá trúng,argmin,1,1,5,5,1,1
B-train-00646,1,1,Giá trúng,argmax,1,1,4,4,1,1
B-train-00646,1,1,Giá dự toán,argmax,1,1,4,4,1,1
B-train-00646,1,2,Lũy kế,argmin,1,1,5,5,1,1
B-train-00647,1,2,Tỷ trọng (%),argmax,1,1,3,3,1,1
B-train-00647,1,1,Kỳ trước,argmax,1,1,3,3,1,1
B-train-00647,1,2,Tỷ trọng (%),argmin,1,1,6,6,1,1
B-train-00648,2,1,Lũy kế,argmax,1,1,7,7,1,1
B-train-00648,2,1,Tỷ trọng (%),argmin,1,1,19,19,1,1
B-train-00648,1,1,Tỷ trọng (%),argmin,1,1,20,20,1,1
B-train-00649,1,2,Lũy kế,argmin,1,1,15,15,1,1
B-train-00649,1,1,Kỳ trước,argmax,1,1,14,14,1,1
B-train-00649,1,1,Kỳ trước,argmin,1,1,5,5,1,1
B-train-00650,2,1,Kế hoạch năm,argmax,1,1,13,13,1,1
B-train-00650,2,1,Lũy kế,argmin,1,1,14,14,1,1
B-train-00650,1,1,Chênh lệch,argmin,1,1,9,9,1,1
B-train-00650,1,1,Lũy kế,argmax,1,1,7,7,1,1
B-train-00651,1,1,Kế hoạch năm,argmax,1,0,7,10,1,1
B-train-00651,1,2,Kỳ này,argmax,1,1,8,8,1,1
B-train-00651,1,1,Kỳ trước,argmin,1,1,4,4,1,1
B-train-00651,1,1,Lưu lượng,argmin,1,1,9,9,1,1
B-train-00652,1,1,Kỳ trước,argmin,1,1,7,7,1,1
B-train-00652,2,1,Kỳ trước,argmax,1,1,16,16,1,1
B-train-00653,1,2,Kỳ này,argmin,1,1,6,6,1,1
B-train-00653,1,1,Diện tích (ha),argmin,1,1,9,9,1,1
B-train-00653,1,1,Sản lượng (tấn),argmax,1,1,11,11,1,1
B-train-00654,2,1,Doanh thu,argmax,1,1,12,12,1,1
B-train-00654,2,1,Doanh thu,argmin,1,1,11,11,1,1
B-train-00654,1,2,Xuất,argmin,1,1,11,11,1,1
B-train-00654,2,1,Công suất phòng,argmax,1,1,12,12,1,1
B-train-00655,2,1,Lũy kế,argmax,1,1,10,10,1,1
B-train-00655,2,1,Kế hoạch năm,argmin,1,1,4,4,1,1
B-train-00655,2,1,Hoàn trả,argmax,1,1,6,6,1,1
B-train-00655,1,1,BOD5,argmin,1,1,10,10,1,1
B-train-00656,2,1,Tỷ lệ đạt,argmin,1,1,6,6,1,1
B-train-00656,2,1,Tỷ lệ đạt,argmax,1,0,12,11,1,1
