document_id,page,table,reasoning_type,value_column,return_column,question_id,expected_answer,expected_row,solver_answer,solver_row,is_correct,table_expected_rows,table_solver_rows,table_expected_row_count,table_solver_row_count
B-train-00475,1,1,argmax,Lũy kế,Chi nhánh,B-train-00475-q04,Hải Phòng 02,9,Khánh Hòa,5,False,5|9|10,5|10,3,2
B-train-00475,1,1,argmin,Tỷ trọng (%),Chi nhánh,B-train-00475-q07,Khánh Hòa,5,Khánh Hòa,5,True,5|9|10,5|10,3,2
B-train-00476,1,1,argmax,Kế hoạch năm,Khoa,B-train-00476-q01,Ngoại,4,Ngoại,4,True,4,4,1,1
B-train-00476,1,2,argmin,Kế hoạch năm,Điểm bán,B-train-00476-q03,Siêu thị trung tâm,5,Siêu thị trung tâm,5,True,4|5|9,4|5|9,3,3
B-train-00476,1,2,argmin,Giá trị bán,Điểm bán,B-train-00476-q05,Cửa hàng 02,9,Cửa hàng 02,9,True,4|5|9,4|5|9,3,3
B-train-00476,1,2,argmax,Giá trị bán,Điểm bán,B-train-00476-q09,Cửa hàng 02,4,Cửa hàng 02,4,True,4|5|9,4|5|9,3,3
B-train-00477,1,2,argmin,Lũy kế,Điểm bán,B-train-00477-q03,Cửa hàng 01,3,Cửa hàng 01,3,True,3|8|11,3|8|11,3,3
B-train-00477,1,2,argmax,Lũy kế,Điểm bán,B-train-00477-q05,Cửa hàng 01,8,Cửa hàng 01,8,True,3|8|11,3|8|11,3,3
B-train-00477,1,2,argmax,Hoàn trả,Điểm bán,B-train-00477-q10,Hải Phòng,11,Hải Phòng,11,True,3|8|11,3|8|11,3,3
B-train-00478,1,1,argmax,Phản ánh,Khu vực,B-train-00478-q01,Khu vực ven biển,10,Khu vực ven biển,10,True,5|9|10,5|9|10,3,3
B-train-00478,1,1,argmax,Kế hoạch năm,Khu vực,B-train-00478-q03,Khu vực ven biển,5,Khu vực ven biển,5,True,5|9|10,5|9|10,3,3
B-train-00478,1,1,argmin,Kế hoạch năm,Khu vực,B-train-00478-q05,Cụm BTS-02,9,Cụm BTS-02,9,True,5|9|10,5|9|10,3,3
B-train-00479,1,1,argmax,Nhập,Mã hàng,B-train-00479-q01,VT323,3,VT323,3,True,3,3,1,1
B-train-00479,1,2,argmin,Chuyển tuyến,Khoa,B-train-00479-q09,Nhi,11,Sản Đã đối chiếu,6,False,10|11,6,2,1
B-train-00479,1,2,argmin,Lượt khám,Khoa,B-train-00479-q10,Ngoại,10,Sản Đã đối chiếu,6,False,10|11,6,2,1
B-train-00480,1,1,argmax,Đã giải quyết,Nhóm chế độ,B-train-00480-q02,Tai nạn lao động,12,Tai nạn lao động,12,True,5|10|12,5|10|12,3,3
B-train-00480,1,1,argmax,Tỷ trọng (%),Nhóm chế độ,B-train-00480-q05,Ốm đau,5,Ốm đau,5,True,5|10|12,5|10|12,3,3
B-train-00480,1,1,argmin,Đã giải quyết,Nhóm chế độ,B-train-00480-q06,Ốm đau,10,Ốm đau,10,True,5|10|12,5|10|12,3,3
B-train-00480,1,1,argmin,Chi trả,Nhóm chế độ,B-train-00480-q08,Ốm đau,10,Ốm đau,10,True,5|10|12,5|10|12,3,3
B-train-00481,1,1,argmin,Kỳ trước,Chi nhánh,B-train-00481-q01,Khánh Hòa 03,16,Khánh Hòa 03,16,True,10|13|14|16,10|13|14|16,4,4
B-train-00481,1,1,argmax,Kỳ trước,Chi nhánh,B-train-00481-q06,Đà Nẵng 01,10,Đà Nẵng 01,10,True,10|13|14|16,10|13|14|16,4,4
B-train-00481,1,1,argmin,Nợ quá hạn,Chi nhánh,B-train-00481-q09,Hải Phòng 02,14,Hải Phòng 02,14,True,10|13|14|16,10|13|14|16,4,4
B-train-00481,1,1,argmax,Nợ quá hạn,Chi nhánh,B-train-00481-q10,Hà Nội 01,13,Hà Nội 01,13,True,10|13|14|16,10|13|14|16,4,4
B-train-00482,1,1,argmin,Phản ánh,Khu vực,B-train-00482-q03,Cụm BTS-02,9,Cụm BTS-02,9,True,4|9|10,4|9|10,3,3
B-train-00482,1,1,argmin,Tỷ lệ rớt cuộc,Khu vực,B-train-00482-q04,Đồng bằng sông Cửu Long,10,Đồng bằng sông Cửu Long,10,True,4|9|10,4|9|10,3,3
B-train-00482,1,1,argmax,Lưu lượng,Khu vực,B-train-00482-q07,Cụm BTS-02,9,Cụm BTS-02,9,True,4|9|10,4|9|10,3,3
B-train-00482,1,1,argmax,Tỷ lệ rớt cuộc,Khu vực,B-train-00482-q09,Cụm BTS-02,4,Cụm BTS-02,4,True,4|9|10,4|9|10,3,3
B-train-00483,1,1,argmin,Giải ngân,Dự án,B-train-00483-q01,Cầu Đông Thành,3,Cầu Đông Thành,3,True,3|7,3|7,2,2
B-train-00483,1,1,argmin,Tiến độ,Dự án,B-train-00483-q03,Cầu Đông Thành,3,Cầu Đông Thành,3,True,3|7,3|7,2,2
B-train-00483,1,2,argmax,Lũy kế,Dự án,B-train-00483-q09,Đường vành đai,9,Đường vành đai,9,True,9,9,1,1
B-train-00483,1,1,argmax,Tiến độ,Dự án,B-train-00483-q10,Khu tái định cư,7,Khu tái định cư,7,True,3|7,3|7,2,2
B-train-00484,2,1,argmin,Kế hoạch năm,Điểm đến,B-train-00484-q02,Nha Trang,3,Nha Trang,3,True,3|9|15,3|9|15,3,3
B-train-00484,2,1,argmax,Công suất phòng,Điểm đến,B-train-00484-q04,Vịnh Hạ Long,15,Vịnh Hạ Long,15,True,3|9|15,3|9|15,3,3
B-train-00484,1,1,argmin,Khách quốc tế,Điểm đến,B-train-00484-q07,Vịnh Hạ Long,13,Vịnh Hạ Long,13,True,13,13,1,1
B-train-00484,2,1,argmax,Kỳ này,Điểm đến,B-train-00484-q08,Phú Quốc,9,Phú Quốc,9,True,3|9|15,3|9|15,3,3
B-train-00485,1,2,argmin,Tỷ trọng (%),Trạm,B-train-00485-q03,Trạm Cao Nguyên,12,Trạm Cao Nguyên,12,True,8|12,8|12,2,2
B-train-00485,1,1,argmax,Khách nội địa,Điểm đến,B-train-00485-q05,Phú Quốc,7,Phú Quốc,7,True,7,7,1,1
B-train-00485,1,2,argmax,Tỷ trọng (%),Trạm,B-train-00485-q07,Trạm 110kV Bắc,8,Trạm 110kV Bắc,8,True,8|12,8|12,2,2
B-train-00486,1,1,argmin,Chênh lệch,Khu vực,B-train-00486-q05,Miền Bắc,3,Miền Bắc,3,True,3,3,1,1
B-train-00486,2,1,argmin,Thực hiện,Khu vực,B-train-00486-q06,Miền Nam,9,Miền Nam,9,True,4|9,4|9,2,2
B-train-00486,2,1,argmax,Tỷ lệ,Khu vực,B-train-00486-q10,Miền Nam,4,Miền Nam,4,True,4|9,4|9,2,2
B-train-00487,1,1,argmin,BOD5,Điểm quan trắc,B-train-00487-q04,Sông Hương,19,Sông Hương,19,True,13|18|19,13|18|19,3,3
B-train-00487,1,1,argmin,Lũy kế,Điểm quan trắc,B-train-00487-q08,Sông Hồng,13,Sông Hồng,13,True,13|18|19,13|18|19,3,3
B-train-00487,1,1,argmax,Lũy kế,Điểm quan trắc,B-train-00487-q10,Sông Hồng,18,Sông Hồng,18,True,13|18|19,13|18|19,3,3
B-train-00488,1,1,argmax,Tổn thất,Trạm,B-train-00488-q03,Trạm Cao Nguyên,12,Trạm Cao Nguyên,12,True,4|12|17,4|12|17,3,3
B-train-00488,1,1,argmin,Công suất đỉnh,Trạm,B-train-00488-q07,Trạm Cao Nguyên,17,Trạm Cao Nguyên,17,True,4|12|17,4|12|17,3,3
B-train-00488,1,1,argmin,Tổn thất,Trạm,B-train-00488-q10,Trạm 220kV Trung,4,Trạm 220kV Trung,4,True,4|12|17,4|12|17,3,3
B-train-00489,1,1,argmin,Tăng trưởng,Chi nhánh,B-train-00489-q06,Hải Phòng 02,4,Hải Phòng 02,4,True,4|5|8,4|5|8,3,3
B-train-00489,1,1,argmax,Tăng trưởng,Chi nhánh,B-train-00489-q07,Đà Nẵng 01,5,Đà Nẵng 01,5,True,4|5|8,4|5|8,3,3
B-train-00489,1,1,argmax,Kế hoạch năm,Chi nhánh,B-train-00489-q08,Hà Nội 01,8,Hà Nội 01,8,True,4|5|8,4|5|8,3,3
B-train-00490,1,2,argmax,Lũy kế,Khoa,B-train-00490-q03,Nhi,11,Nhi,11,True,3|9|11,3|9|11,3,3
B-train-00490,1,2,argmin,Lượt khám,Khoa,B-train-00490-q06,Cần Thơ,9,Cần Thơ,9,True,3|9|11,3|9|11,3,3
B-train-00490,1,2,argmax,Lượt khám,Khoa,B-train-00490-q07,Nội tổng hợp,3,Nội tổng hợp,3,True,3|9|11,3|9|11,3,3
B-train-00490,1,1,argmin,Giá trị bán,Điểm bán,B-train-00490-q10,Siêu thị trung tâm,5,Siêu thị trung tâm,5,True,5,5,1,1
B-train-00491,1,2,argmin,Giá trúng,Gói thầu,B-train-00491-q05,GT15,6,GT15,6,True,4|6|7|10,4|6|7|10,4,4
B-train-00491,1,2,argmax,Giá dự toán,Gói thầu,B-train-00491-q06,GT15,4,GT15,4,True,4|6|7|10,4|6|7|10,4,4
B-train-00491,1,2,argmax,Kế hoạch năm,Gói thầu,B-train-00491-q08,GT21,10,GT21,10,True,4|6|7|10,4|6|7|10,4,4
B-train-00491,1,2,argmin,Kỳ này,Gói thầu,B-train-00491-q09,GT87,7,GT87,7,True,4|6|7|10,4|6|7|10,4,4
B-train-00492,1,1,argmin,Tỷ lệ đạt,Đơn vị,B-train-00492-q02,THPT Trần Phú,15,THPT Trần Phú,15,True,13|15,13|15,2,2
B-train-00492,1,1,argmax,Kế hoạch năm,Đơn vị,B-train-00492-q03,Lâm Đồng,13,Lâm Đồng,13,True,13|15,13|15,2,2
B-train-00493,1,1,argmax,Kỳ trước,Trạm,B-train-00493-q02,Trạm Tây Đô,6,Trạm Tây Đô,6,True,6|8|12|15,6|8|12|15,4,4
B-train-00493,1,1,argmin,Tổn thất,Trạm,B-train-00493-q04,Trạm Nam Sông,15,Trạm Nam Sông,15,True,6|8|12|15,6|8|12|15,4,4
B-train-00493,1,1,argmax,Tổn thất,Trạm,B-train-00493-q08,Trạm 110kV Bắc,8,Trạm 110kV Bắc,8,True,6|8|12|15,6|8|12|15,4,4
B-train-00493,1,1,argmin,Kỳ trước,Trạm,B-train-00493-q09,Trạm Cao Nguyên,12,Trạm Cao Nguyên,12,True,6|8|12|15,6|8|12|15,4,4
B-train-00494,1,1,argmax,Tăng trưởng,Chi nhánh,B-train-00494-q05,Đà Nẵng 01,10,Đà Nẵng 01,10,True,7|10,7|10,2,2
B-train-00494,1,1,argmin,Huy động,Chi nhánh,B-train-00494-q07,Cần Thơ 02,7,Cần Thơ 02,7,True,7|10,7|10,2,2
B-train-00494,1,1,argmax,Nợ quá hạn,Chi nhánh,B-train-00494-q09,Đà Nẵng 01,10,Đà Nẵng 01,10,True,7|10,7|10,2,2
B-train-00495,1,1,argmax,Giá dự toán,Gói thầu,B-train-00495-q02,GT35,13,GT35,13,True,4|12|13,4|12|13,3,3
B-train-00495,1,1,argmin,Kỳ trước,Gói thầu,B-train-00495-q04,GT20,12,GT20,12,True,4|12|13,4|12|13,3,3
B-train-00495,1,1,argmax,Giá trúng,Gói thầu,B-train-00495-q07,GT35,13,GT35,13,True,4|12|13,4|12|13,3,3
B-train-00495,1,1,argmin,Giá dự toán,Gói thầu,B-train-00495-q09,GT09,4,GT09,4,True,4|12|13,4|12|13,3,3
B-train-00496,2,1,argmax,Giá dự toán,Gói thầu,B-train-00496-q01,GT36,11,GT36,11,True,5|11,5|11,2,2
B-train-00496,2,1,argmax,Giá trúng,Gói thầu,B-train-00496-q03,GT36,11,GT36,11,True,5|11,5|11,2,2
B-train-00496,2,1,argmin,Giá trúng,Gói thầu,B-train-00496-q06,GT82,5,GT82,5,True,5|11,5|11,2,2
B-train-00496,1,1,argmin,Giá dự toán,Gói thầu,B-train-00496-q07,GT06,5,GT06,5,True,5,5,1,1
B-train-00497,1,1,argmin,Kỳ này,Dự án,B-train-00497-q02,Đường vành đai,4,Đường vành đai,4,True,4|10|11,4|10|11,3,3
B-train-00497,1,1,argmin,Giải ngân,Dự án,B-train-00497-q03,Nhà máy nước,11,Nhà máy nước,11,True,4|10|11,4|10|11,3,3
B-train-00497,1,1,argmax,Giải ngân,Dự án,B-train-00497-q05,Trường liên cấp,10,Trường liên cấp,10,True,4|10|11,4|10|11,3,3
B-train-00498,2,1,argmin,Chi phí,Kho/điểm,B-train-00498-q01,Kho Đà Nẵng,11,Kho Đà Nẵng,11,True,6|11,6|11,2,2
B-train-00498,2,1,argmin,Kế hoạch năm,Kho/điểm,B-train-00498-q06,Kho Đà Nẵng,6,Kho Đà Nẵng,6,True,6|11,6|11,2,2
B-train-00498,1,1,argmax,Tồn cuối,Kho/điểm,B-train-00498-q07,Kho Hà Nội,13,Kho Hà Nội,13,True,11|13,11|13,2,2
B-train-00498,1,1,argmax,Kế hoạch năm,Kho/điểm,B-train-00498-q08,Kho Cần Thơ,11,Kho Cần Thơ,11,True,11|13,11|13,2,2
B-train-00499,1,1,argmin,Khách quốc tế,Điểm đến,B-train-00499-q07,Vịnh Hạ Long,3,Vịnh Hạ Long,3,True,3|4|10,3|4|10,3,3
B-train-00499,1,1,argmax,Công suất phòng,Điểm đến,B-train-00499-q09,Phố cổ Hội An,4,Phố cổ Hội An,4,True,3|4|10,3|4|10,3,3
B-train-00499,1,1,argmin,Kỳ trước,Điểm đến,B-train-00499-q10,Đà Lạt,10,Đà Lạt,10,True,3|4|10,3|4|10,3,3
B-train-00500,1,2,argmin,Tồn cuối,Kho/điểm,B-train-00500-q05,Kho trung chuyển,12,Kho trung chuyển,12,True,4|12,4|12,2,2
B-train-00500,1,2,argmax,Đúng hạn,Kho/điểm,B-train-00500-q06,Kho Đà Nẵng,4,Kho Đà Nẵng,4,True,4|12,4|12,2,2
B-train-00500,1,1,argmax,Kế hoạch năm,Địa bàn,B-train-00500-q09,Hà Nội,3,Hà Nội,3,True,3,3,1,1
B-train-00501,1,1,argmin,Tỷ trọng (%),Khu vực,B-train-00501-q03,Miền Bắc,8,Đồng Nai,9,False,6|8,6|9,2,2
B-train-00501,1,1,argmax,Tỷ lệ,Khu vực,B-train-00501-q04,Tây Nguyên,6,Tây Nguyên,6,True,6|8,6|9,2,2
B-train-00501,1,2,argmax,Doanh thu,Tuyến,B-train-00501-q05,Đồng bằng sông Cửu Long,5,Đồng bằng sông Cửu Long,5,True,5|10,5|10,2,2
B-train-00501,1,2,argmin,Hành khách,Tuyến,B-train-00501-q08,Nha Trang – Đà Lạt,10,Nha Trang – Đà Lạt,10,True,5|10,5|10,2,2
B-train-00502,2,1,argmin,Đã giải quyết,Nhóm chế độ,B-train-00502-q05,Thai sản,10,Thai sản,10,True,3|10,3|10,2,2
B-train-00502,1,1,argmin,Tỷ trọng (%),Nhóm chế độ,B-train-00502-q06,Hưu trí,3,Hưu trí,3,True,3|5,3|5,2,2
B-train-00502,1,1,argmax,Chi trả,Nhóm chế độ,B-train-00502-q08,Ốm đau,5,Ốm đau,5,True,3|5,3|5,2,2
B-train-00502,2,1,argmax,Tỷ trọng (%),Nhóm chế độ,B-train-00502-q10,Thất nghiệp,3,Thất nghiệp,3,True,3|10,3|10,2,2
B-train-00503,1,2,argmax,Kỳ này,Gói thầu,B-train-00503-q09,GT35,10,Đà Nẵng,8,False,7|10,8,2,1
B-train-00503,1,2,argmax,Giá trúng,Gói thầu,B-train-00503-q10,GT93,7,Đà Nẵng,8,False,7|10,8,2,1
B-train-00504,1,2,argmax,Lũy kế,Nhóm chế độ,B-train-00504-q03,Thai sản,11,Miền Nam,8,False,11,8,1,1
B-train-00504,1,1,argmax,Định biên,Phòng ban,B-train-00504-q10,Miền Nam,9,Miền Nam,9,True,9,9,1,1
B-train-00505,1,1,argmin,Công suất phòng,Điểm đến,B-train-00505-q02,Phố cổ Hội An,4,Phố cổ Hội An,4,True,4|6|13,3|4|13,3,3
B-train-00505,1,1,argmax,Công suất phòng,Điểm đến,B-train-00505-q03,Vịnh Hạ Long,13,Vịnh Hạ Long,13,True,4|6|13,3|4|13,3,3
B-train-00505,1,1,argmin,Khách nội địa,Điểm đến,B-train-00505-q07,Nha Trang,6,Vịnh Hạ Long,3,False,4|6|13,3|4|13,3,3
B-train-00505,1,1,argmax,Khách quốc tế,Điểm đến,B-train-00505-q09,Phố cổ Hội An,4,Phố cổ Hội An,4,True,4|6|13,3|4|13,3,3
B-train-00506,1,1,argmax,Tỷ trọng (%),Khu vực,B-train-00506-q02,Đồng bằng sông Cửu Long,12,Đồng bằng sông Cửu Long,12,True,9|12|14,9|12|14,3,3
B-train-00506,1,1,argmin,Chênh lệch,Khu vực,B-train-00506-q07,Miền Trung,14,Miền Trung,14,True,9|12|14,9|12|14,3,3
B-train-00506,1,1,argmax,Tỷ lệ,Khu vực,B-train-00506-q10,Miền Trung,9,Miền Trung,9,True,9|12|14,9|12|14,3,3
B-train-00507,1,1,argmax,Sản lượng,Trạm,B-train-00507-q01,Trạm Tây Đô,6,Trạm Tây Đô,6,True,6|10|11,6|10|11,3,3
B-train-00507,1,1,argmin,Tổn thất,Trạm,B-train-00507-q05,Trạm Nam Sông,10,Trạm Nam Sông,10,True,6|10|11,6|10|11,3,3
B-train-00507,1,1,argmax,Công suất đỉnh,Trạm,B-train-00507-q10,Đồng Nai,11,Đồng Nai,11,True,6|10|11,6|10|11,3,3
B-train-00508,1,1,argmin,Tỷ trọng (%),Điểm quan trắc,B-train-00508-q04,KCN Long Thành,6,KCN Long Thành,6,True,6|11,6|11,2,2
B-train-00508,2,1,argmax,COD,Điểm quan trắc,B-train-00508-q09,Sông Hồng,10,Sông Hồng,10,True,10,10,1,1
B-train-00508,1,1,argmax,Kỳ này,Điểm quan trắc,B-train-00508-q10,KCN Long Thành,11,KCN Long Thành,11,True,6|11,6|11,2,2
B-train-00509,1,2,argmax,Chênh lệch,Khu vực,B-train-00509-q01,Tây Nguyên,6,Tây Nguyên,6,True,3|6,6|9,2,2
B-train-00509,1,1,argmin,Giá trúng,Gói thầu,B-train-00509-q02,GT76,9,GT76,9,True,9,9,1,1
B-train-00509,1,2,argmin,Tỷ trọng (%),Khu vực,B-train-00509-q04,Miền Bắc,3,Miền Bắc,9,True,3|6,6|9,2,2
B-train-00509,1,2,argmax,Thực hiện,Khu vực,B-train-00509-q06,Tây Nguyên,6,Tây Nguyên,6,True,3|6,6|9,2,2
B-train-00510,1,1,argmax,Kế hoạch năm,Dự án,B-train-00510-q06,Cầu Đông Thành,13,Cầu Đông Thành,13,True,4|13,4|13,2,2
B-train-00510,1,1,argmin,Tiến độ,Dự án,B-train-00510-q10,Đường vành đai,4,Đường vành đai,4,True,4|13,4|13,2,2
B-train-00511,1,1,argmax,Lũy kế,Đơn vị,B-train-00511-q06,THPT Chu Văn An,7,THPT Chu Văn An,7,True,7|12|17,7|12|14,3,3
B-train-00511,1,1,argmax,Đạt,Đơn vị,B-train-00511-q08,THPT Chu Văn An,12,THPT Chu Văn An,12,True,7|12|17,7|12|14,3,3
B-train-00511,1,1,argmin,Lũy kế,Đơn vị,B-train-00511-q09,THPT Chu Văn An,17,Lâm Đồng,14,False,7|12|17,7|12|14,3,3
B-train-00512,1,2,argmax,Tỷ trọng (%),Phòng ban,B-train-00512-q04,Hành chính,7,Đồng bằng sông Cửu Long,12,False,6|7,6|12,2,2
B-train-00512,1,1,argmax,Kỳ trước,Gói thầu,B-train-00512-q05,GT87,10,GT87,10,True,6|10,6|10,2,2
B-train-00512,1,2,argmin,Thiếu/thừa,Phòng ban,B-train-00512-q06,Công nghệ,6,Công nghệ,6,True,6|7,6|12,2,2
B-train-00512,1,1,argmin,Kỳ này,Gói thầu,B-train-00512-q09,GT48,6,GT48,6,True,6|10,6|10,2,2
B-train-00513,1,1,argmin,Nhập,Mã hàng,B-train-00513-q04,VT430,13,VT430,13,True,7|13,7|13,2,2
B-train-00513,1,2,argmin,Hiện có,Phòng ban,B-train-00513-q05,Công nghệ,6,Lâm Đồng,3,False,3|6,3,2,1
B-train-00513,1,2,argmax,Định biên,Phòng ban,B-train-00513-q06,Lâm Đồng,3,Lâm Đồng,3,True,3|6,3,2,1
B-train-00513,1,1,argmax,Xuất,Mã hàng,B-train-00513-q09,VT454,7,VT454,7,True,7|13,7|13,2,2
B-train-00514,1,1,argmin,Thực hiện,Khu vực,B-train-00514-q01,Hải Phòng,3,Hải Phòng,3,True,3|14,3,2,1
B-train-00514,1,1,argmin,Tỷ lệ,Khu vực,B-train-00514-q02,Hải Phòng,3,Hải Phòng,3,True,3|14,3,2,1
B-train-00514,1,1,argmax,Thực hiện,Khu vực,B-train-00514-q04,Miền Trung,14,Hải Phòng,3,False,3|14,3,2,1
B-train-00515,1,1,argmin,Lũy kế,Nhóm chế độ,B-train-00515-q01,Thai sản,11,Thai sản,11,True,8|11,8|11,2,2
B-train-00515,1,2,argmin,Chênh lệch,Khu vực,B-train-00515-q02,Miền Nam,5,Miền Nam,5,True,5,5,1,1
B-train-00515,1,1,argmax,Chi trả,Nhóm chế độ,B-train-00515-q03,Hưu trí,8,Hưu trí,8,True,8|11,8|11,2,2
B-train-00515,1,1,argmax,Đã giải quyết,Nhóm chế độ,B-train-00515-q08,Hưu trí,8,Hưu trí,8,True,8|11,8|11,2,2
B-train-00516,1,1,argmin,Chi phí,Kho/điểm,B-train-00516-q01,Kho Đà Nẵng,9,Kho Đà Nẵng,9,True,7|9,7|9,2,2
B-train-00516,1,1,argmax,Tồn cuối,Kho/điểm,B-train-00516-q03,Kho trung chuyển,7,Kho trung chuyển,7,True,7|9,7|9,2,2
B-train-00516,1,2,argmax,Tồn cuối,Kho/điểm,B-train-00516-q09,Kho Bình Dương,10,Kho Bình Dương,10,True,10,10,1,1
B-train-00517,1,2,argmin,Tỷ trọng (%),Gói thầu,B-train-00517-q04,GT23,9,GT23,9,True,7|9,7|9|11,2,3
B-train-00517,1,2,argmax,Kế hoạch năm,Gói thầu,B-train-00517-q05,GT52,7,Khánh Hòa,11,False,7|9,7|9|11,2,3
B-train-00517,1,2,argmax,Tỷ trọng (%),Gói thầu,B-train-00517-q08,GT52,7,GT52,7,True,7|9,7|9|11,2,3
B-train-00518,1,1,argmax,Chênh lệch,Khu vực,B-train-00518-q01,Miền Bắc,13,Đà Nẵng,5,False,3|10|13,5|7|10,3,3
B-train-00518,1,1,argmin,Chênh lệch,Khu vực,B-train-00518-q02,Miền Bắc,3,Đồng bằng sông Cửu Long,7,False,3|10|13,5|7|10,3,3
B-train-00518,1,1,argmin,Thực hiện,Khu vực,B-train-00518-q03,Miền Nam,10,Miền Nam,10,True,3|10|13,5|7|10,3,3
B-train-00519,1,1,argmin,Kỳ trước,Khu vực,B-train-00519-q03,Tây Nguyên,11,Tây Nguyên,11,True,3|4|7|11,3|4|7|11,4,4
B-train-00519,1,1,argmin,Thực hiện,Khu vực,B-train-00519-q04,Miền Trung,4,Miền Trung,4,True,3|4|7|11,3|4|7|11,4,4
B-train-00519,1,1,argmax,Thực hiện,Khu vực,B-train-00519-q05,Miền Bắc,3,Miền Bắc,3,True,3|4|7|11,3|4|7|11,4,4
B-train-00519,1,1,argmax,Kế hoạch năm,Khu vực,B-train-00519-q10,Đồng bằng sông Cửu Long,7,Đồng bằng sông Cửu Long,7,True,3|4|7|11,3|4|7|11,4,4
B-train-00520,1,2,argmax,Tuyển mới,Phòng ban,B-train-00520-q02,Vận hành,11,Vận hành,11,True,8|11,5|11,2,2
B-train-00520,1,2,argmax,Kế hoạch năm,Phòng ban,B-train-00520-q03,Chăm sóc khách hàng,8,Miền Nam,5,False,8|11,5|11,2,2
B-train-00521,2,1,argmin,Kế hoạch năm,Điểm bán,B-train-00521-q02,Cửa hàng 01,15,Cửa hàng 01,15,True,5|15,5|15,2,2
B-train-00521,2,1,argmax,Giá trị bán,Điểm bán,B-train-00521-q06,Cửa hàng 01,5,Cửa hàng 01,5,True,5|15,5|15,2,2
B-train-00521,1,1,argmax,Giá trị bán,Điểm bán,B-train-00521-q07,Siêu thị trung tâm,10,Siêu thị trung tâm,10,True,10,10,1,1
B-train-00522,1,1,argmin,Tiến độ,Dự án,B-train-00522-q01,Mức A | ưu tiên,5,Mức A | ưu tiên,5,True,5|10,5|7,2,2
B-train-00522,1,1,argmin,Giá trị hợp đồng,Dự án,B-train-00522-q06,Trường liên cấp,10,Đà Nẵng,7,False,5|10,5|7,2,2
B-train-00523,1,2,argmax,Tiến độ,Dự án,B-train-00523-q01,Cầu Đông Thành,8,Cầu Đông Thành,8,True,5|8,5|8,2,2
B-train-00523,1,2,argmin,Kế hoạch năm,Dự án,B-train-00523-q03,Trường liên cấp,5,Trường liên cấp,5,True,5|8,5|8,2,2
B-train-00523,1,1,argmin,Lũy kế,Gói thầu,B-train-00523-q05,GT46,8,GT46,8,True,8,8,1,1
B-train-00523,1,1,argmax,Giá trúng,Gói thầu,B-train-00523-q10,GT46,8,GT46,8,True,8,8,1,1
B-train-00524,1,2,argmin,Lũy kế,Tuyến,B-train-00524-q02,Đà Nẵng – Huế,8,Đà Nẵng – Huế,8,True,8,8,1,1
B-train-00524,1,2,argmax,Kế hoạch năm,Tuyến,B-train-00524-q09,Đà Nẵng – Huế,8,Đà Nẵng – Huế,8,True,8,8,1,1
B-train-00524,2,1,argmin,Lũy kế,Điểm bán,B-train-00524-q10,Cửa hàng 01,8,Cửa hàng 01,8,True,8,8,1,1
B-train-00525,2,1,argmax,Phí bảo hiểm,Nghiệp vụ,B-train-00525-q02,Sức khỏe,8,Sức khỏe,8,True,8,8,1,1
B-train-00525,1,1,argmax,Kế hoạch năm,Nghiệp vụ,B-train-00525-q08,Hàng hóa,6,Hàng hóa,6,True,6|14,6|14,2,2
B-train-00525,1,1,argmin,Bồi thường,Nghiệp vụ,B-train-00525-q09,Xe cơ giới,14,Xe cơ giới,14,True,6|14,6|14,2,2
B-train-00526,1,1,argmin,Đúng giờ,Tuyến,B-train-00526-q02,Nha Trang – Đà Lạt,6,Nha Trang – Đà Lạt,6,True,6|7,6|7,2,2
B-train-00526,2,1,argmax,Công suất đỉnh,Trạm,B-train-00526-q07,Trạm 110kV Bắc,3,Trạm 220kV Trung Đã đối chiếu,9,False,3,9,1,1
B-train-00526,1,1,argmin,Lũy kế,Tuyến,B-train-00526-q10,Hà Nội – Hải Phòng,7,Hà Nội – Hải Phòng,7,True,6|7,6|7,2,2
B-train-00527,1,1,argmin,Lũy kế,Điểm bán,B-train-00527-q02,Điểm bán phía Nam,12,Điểm bán phía Nam,12,True,12|22,12|22,2,2
B-train-00527,1,1,argmax,Lũy kế,Điểm bán,B-train-00527-q05,Điểm bán phía Nam,22,Điểm bán phía Nam,22,True,12|22,12|22,2,2
B-train-00527,2,1,argmin,Số đơn,Điểm bán,B-train-00527-q07,Cửa hàng 01,13,Cửa hàng 01,13,True,13|23,13|23,2,2
B-train-00527,2,1,argmax,Tỷ trọng (%),Điểm bán,B-train-00527-q10,Cửa hàng 01,23,Cửa hàng 01,23,True,13|23,13|23,2,2
B-train-00528,2,1,argmax,Kế hoạch năm,Nghiệp vụ,B-train-00528-q05,Tai nạn con người,5,Tai nạn con người,5,True,5|9,5|9,2,2
B-train-00528,1,1,argmin,Lũy kế,Nghiệp vụ,B-train-00528-q07,Tài sản,10,Tài sản,10,True,10|14,10|14,2,2
B-train-00528,1,1,argmin,Phí bảo hiểm,Nghiệp vụ,B-train-00528-q08,Xe cơ giới,14,Xe cơ giới,14,True,10|14,10|14,2,2
B-train-00528,2,1,argmax,Bồi thường,Nghiệp vụ,B-train-00528-q09,Hàng hóa,9,Hàng hóa,9,True,5|9,5|9,2,2
B-train-00529,2,1,argmin,Lũy kế,Đơn vị,B-train-00529-q05,THPT Phan Bội Châu,7,THPT Phan Bội Châu,7,True,7|22,7|22,2,2
